Year      Month     Day       Conc_mg/l Q_cfs            
2018      7         11        5.37      84        
2018      7         23        4.52      45        
2018      8         6         7.36      61        
2018      8         8         9.45      1700      
2018      8         23        6.07      128       
2018      9         5         2.4       779       
2018      10        4         6.04      135       
2018      10        11        3.02      3400      
2018      11        7         2.36      778       
2018      11        14        2.23      802       
2018      12        20        4.14      243       
