Year    Month   Day     Conc_mg/l Q_cfs           
2018      7         11        2.39      84        
2018      7         23        1.51      45        
2018      8         6         2.33      61        
2018      8         8         3.44      1700      
2018      8         23        1.43      128       
2018      9         5         0.71      779       
2018      10        4         1.52      135       
2018      10        11        1.32      3400      
2018      11        7         0.62      778       
2018      11        14        0.753     802       
2018      12        20        1.12      243       
