Year    Month   Day     Conc_mg/l Q_cfs     
2016      2         17        0.226     32200     
2016      2         18        0.162     45900     
2016      3         2         0.0585    23500     
2016      3         17        0.0486    16700     
2016      4         7         0.0555    8230      
2016      4         21        0.0181    5320      
2016      5         4         0.146     21700     
2016      5         5         0.218     25700     
2016      5         19        0.0435    12000     
2016      6         7         0.119     23000     
2016      6         22        0.0624    10500     
2016      7         7         0.0425    5050      
2016      7         19        0.0251    3240      
2016      8         11        0.031     2860      
2016      9         8         0.021     1840      
2016      9         29        0.0587    3490      
2016      10        3         0.0369    10000     
2016      10        4         0.0382    8320      
2016      11        8         0.0158    1830      
2016      12        1         0.0224    3480      
2016      12        6         0.0127    4160      
2017      1         12        0.0185    7620      
2017      1         25        0.444     47400     
2017      2         1         0.0331    12900     
2017      2         16        0.026     13700     
2017      3         6         0.0137    7640      
2017      3         16        0.0133    5810      
2017      3         23        0.0388    14300     
2017      4         1         0.116     21100     
2017      4         3         0.0915    24200     
2017      4         5         0.0722    19900     
2017      4         19        0.0306    7540      
2017      5         3         0.0836    13300     
2017      5         8         0.258     53700     
2017      5         17        0.0783    26700     
2017      6         1         0.0577    24300     
2017      6         14        0.0157    4960      
2017      6         20        0.0206    9550      
2017      7         7         0.0388    9420      
2017      7         11        0.0422    5620      
2017      7         25        0.0364    4080      
2017      7         31        0.178     16800     
2017      8         8         0.0637    8140      
2017      9         13        0.0176    2540      
2017      10        4         0.0133    1000      
2017      10        31        0.0284    17000     
2017      11        1         0.142     22000     
2017      11        29        0.0127    4000      
2017      12        20        0.0099    2000      
2018      1         4         0.0125    2000      
2018      1         15        0.227     10000     
2018      2         1         0.0176    6000      
2018      2         11        0.11      20000     
2018      2         13        0.224     30000     
2018      2         15        0.104     25000     
2018      2         27        0.167     40000     
2018      3         1         0.0964    27000     
2018      3         15        0.0161    7000      
2018      3         31        0.0436    23000     
2018      4         5         0.0903    33000     
2018      4         19        0.572     52000     
2018      5         3         0.0386    13000     
2018      5         21        0.228     89000     
2018      6         5         0.468     148000    
2018      6         6         0.337     68000     
2018      6         21        0.0499    12000     
2018      7         10        0.0234    9000      
2018      7         24        0.313     27000     
2018      8         6         0.252     41000     
2018      8         9         0.0938    21000     
2018      8         23        0.354     36000     
2018      9         11        0.475     130000    
2018      9         12        0.263     89000     
2018      9         19        0.187     61000     
2018      9         27        0.27      80000     
2018      10        3         0.0859    34600     
2018      11        1         0.0174    13400     
2018      12        6         0.0214    20300     
2018      12        17        0.328     143000    
