Year	Month	Day	Conc_μg_l	Q_m3_s
2014 	5 	12 	1150.0 	21.022 
2014 	6 	17 	1010.0 	4.177 
2014 	7 	15 	989.0 	13.281 
2014 	8 	18 	1060.0 	33.753 
2014 	9 	15 	652.0 	18.187 
2014 	10 	15 	963.0 	29.309 
2014 	11 	17 	840.0 	45.504 
2014 	12 	15 	1130.0 	96.856 
2015 	1 	20 	799.0 	120.660 
2015 	2 	11 	675.0 	54.589 
2015 	3 	16 	834.0 	37.196 
2015 	4 	20 	1020.0 	26.738 
2015 	5 	18 	1110.0 	24.737 
2015 	6 	16 	814.0 	26.839 
2015 	7 	20 	1120.0 	16.925 
2015 	8 	17 	674.0 	12.032 
2015 	9 	16 	788.0 	31.257 
2015 	10 	20 	1570.0 	16.377 
2015 	11 	17 	968.0 	53.206 
2015 	12 	15 	756.0 	134.125 
2016 	1 	18 	1100.0 	42.254 
2016 	2 	15 	862.0 	96.390 
2016 	3 	22 	838.0 	43.971 
2016 	4 	18 	1020.0 	54.718 
2016 	5 	16 	927.0 	11.242 
2016 	6 	14 	1070.0 	4.195 
2016 	7 	18 	859.0 	13.165 
2016 	8 	16 	1050.0 	12.126 
2016 	9 	19 	803.0 	4.689 
2016 	10 	17 	1330.0 	4.395 
2016 	11 	15 	2060.0 	24.837 
2016 	12 	13 	1270.0 	30.931 
2017 	1 	17 	1280.0 	35.766 
2017 	2 	20 	1540.0 	30.557 
2017 	3 	14 	884.0 	47.941 
2017 	4 	19 	1040.0 	26.287 
2017 	5 	17 	785.0 	14.590 
2017 	6 	14 	1140.0 	49.718 
2017 	7 	11 	933.0 	11.927 
2017 	8 	16 	1030.0 	10.145 
2017 	9 	18 	1020.0 	68.162 
2017 	10 	18 	736.0 	64.016 
2017 	11 	15 	871.0 	59.506 
2017 	12 	11 	793.0 	118.065 
2018 	1 	15 	914.0 	71.089 
2018 	2 	13 	930.0 	59.748 
2018 	3 	13 	1260.0 	41.043 
2018 	4 	17 	973.0 	42.144 
2018 	5 	14 	1280.0 	16.768 
2018 	6 	11 	1390.0 	5.690 
2018 	7 	18 	878.0 	3.618 
2018 	8 	15 	1100.0 	2.686 
2018 	9 	18 	1460.0 	14.033 
2018 	10 	17 	670.0 	19.754 
2018 	11 	20 	867.0 	26.656 
2018 	12 	17 	743.0 	49.018 
