Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	18 	1485.0 	10.335 
2007 	2 	22 	2048.0 	9.894 
2007 	3 	8 	2480.0 	29.357 
2007 	4 	16 	1482.0 	2.350 
2007 	5 	15 	1430.0 	0.890 
2007 	6 	17 	2309.0 	0.422 
2007 	7 	18 	1126.0 	6.323 
2007 	8 	15 	1316.0 	4.371 
2007 	9 	17 	1302.0 	1.424 
2007 	10 	16 	1040.0 	3.893 
2007 	11 	14 	1510.0 	6.298 
2007 	12 	13 	1626.0 	11.664 
2008 	1 	15 	1694.0 	8.594 
2008 	2 	14 	1312.0 	6.778 
2008 	3 	13 	1281.0 	5.509 
2008 	4 	14 	1168.0 	5.764 
2008 	5 	14 	1092.0 	2.262 
2008 	6 	14 	1860.0 	0.484 
2008 	7 	15 	1338.0 	0.442 
2008 	8 	16 	1021.0 	2.280 
2008 	9 	15 	1265.0 	1.428 
2008 	10 	21 	889.0 	2.999 
2008 	11 	18 	1225.0 	8.581 
2008 	12 	16 	1640.0 	13.655 
2009 	1 	14 	1020.0 	5.751 
2009 	2 	16 	1477.0 	3.893 
2009 	3 	15 	1698.0 	7.771 
2009 	4 	17 	1065.0 	2.994 
2009 	5 	18 	1081.0 	1.402 
2009 	6 	21 	1068.0 	1.467 
2009 	7 	24 	1251.0 	1.012 
2009 	8 	18 	1232.0 	0.421 
2009 	9 	15 	1600.0 	0.435 
2009 	10 	15 	1488.0 	0.692 
2009 	11 	16 	1301.0 	2.206 
2009 	12 	17 	1178.0 	3.946 
2010 	1 	18 	1305.0 	3.091 
2010 	2 	16 	1461.0 	1.697 
2010 	3 	15 	1827.0 	3.606 
2010 	4 	19 	1269.0 	5.567 
2010 	5 	17 	1090.0 	4.742 
2010 	6 	15 	1561.0 	1.222 
2010 	7 	15 	1770.0 	0.424 
2010 	8 	16 	1095.0 	1.485 
2010 	9 	16 	974.0 	1.661 
2010 	10 	18 	961.0 	1.433 
2010 	11 	17 	1697.0 	8.339 
2010 	12 	20 	2158.0 	6.776 
2011 	1 	18 	2723.0 	14.724 
2011 	2 	20 	1607.0 	10.405 
2011 	3 	17 	1764.0 	11.346 
2011 	4 	18 	1103.0 	5.687 
2011 	5 	17 	1635.0 	0.945 
2011 	6 	20 	1761.0 	0.711 
2011 	7 	18 	992.0 	2.163 
2011 	8 	15 	1282.0 	2.942 
2011 	9 	19 	1164.0 	5.319 
2011 	10 	17 	1148.0 	1.686 
2011 	11 	29 	1272.0 	1.353 
2011 	12 	27 	1605.0 	9.250 
2012 	1 	23 	1377.0 	10.423 
2012 	2 	21 	1923.0 	5.728 
2012 	3 	19 	1212.0 	4.985 
2012 	4 	18 	1352.0 	3.513 
2012 	5 	21 	1289.0 	1.010 
2012 	6 	20 	1660.0 	0.446 
2012 	7 	16 	1011.0 	1.884 
2012 	8 	20 	1761.0 	0.395 
2012 	9 	20 	1773.0 	0.267 
2012 	10 	17 	1034.0 	4.755 
2012 	11 	19 	935.0 	4.973 
2013 	1 	21 	1499.0 	7.853 
2013 	2 	25 	1509.0 	5.555 
2013 	3 	25 	1469.0 	2.950 
2013 	4 	15 	1930.0 	18.511 
2013 	5 	23 	1350.0 	3.591 
2013 	6 	23 	1390.0 	1.221 
2013 	7 	19 	1460.0 	0.982 
2013 	8 	15 	1520.0 	0.754 
2013 	9 	18 	1490.0 	0.519 
2013 	10 	15 	1920.0 	0.340 
2013 	11 	22 	1850.0 	4.664 
2013 	12 	16 	1720.0 	5.571 
2014 	1 	21 	1230.0 	6.956 
