Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	31 	286.0 	217.000 
2007 	2 	22 	275.0 	201.000 
2007 	3 	12 	253.0 	193.000 
2007 	4 	17 	262.0 	213.000 
2007 	5 	16 	253.0 	85.000 
2007 	6 	13 	218.0 	74.000 
2007 	7 	25 	195.0 	49.000 
2007 	8 	28 	225.0 	42.000 
2007 	9 	13 	199.0 	55.000 
2007 	11 	15 	238.0 	94.000 
2008 	2 	14 	331.0 	150.369 
2008 	3 	13 	219.0 	140.911 
2008 	4 	15 	255.0 	114.392 
2008 	5 	15 	302.0 	230.463 
2008 	7 	16 	299.0 	55.891 
2008 	9 	16 	243.0 	102.811 
2008 	10 	15 	251.0 	90.873 
2008 	11 	18 	263.0 	148.558 
2009 	1 	29 	246.0 	111.446 
2009 	2 	19 	241.0 	134.244 
2009 	3 	16 	241.0 	112.548 
2009 	4 	16 	280.0 	206.873 
2009 	5 	19 	292.0 	169.651 
2009 	6 	16 	264.0 	116.825 
2009 	8 	18 	231.0 	171.490 
2009 	9 	22 	257.0 	142.510 
2009 	10 	15 	264.0 	136.450 
2009 	11 	12 	281.0 	149.310 
2010 	1 	18 	280.0 	184.760 
2010 	2 	15 	260.0 	132.040 
2010 	3 	15 	255.0 	134.650 
2010 	4 	21 	282.0 	124.000 
2010 	5 	18 	240.0 	244.850 
2010 	6 	17 	220.0 	175.690 
2010 	8 	18 	236.0 	137.360 
2010 	9 	16 	207.0 	121.940 
2010 	10 	18 	272.0 	174.050 
2010 	11 	15 	263.0 	129.509 
2010 	12 	14 	281.0 	150.770 
2011 	1 	17 	270.0 	120.010 
2011 	2 	16 	253.0 	144.460 
2011 	3 	15 	238.0 	70.650 
2011 	4 	13 	342.0 	186.880 
2011 	5 	16 	340.0 	175.800 
2011 	6 	15 	251.0 	225.400 
2011 	7 	18 	255.0 	93.250 
2011 	8 	15 	268.0 	161.760 
2011 	9 	15 	229.0 	190.130 
2011 	10 	17 	259.0 	136.710 
2011 	11 	16 	263.0 	143.530 
2011 	12 	14 	257.0 	135.990 
2012 	1 	17 	251.0 	144.720 
2012 	2 	15 	236.0 	152.280 
2012 	3 	15 	235.0 	131.970 
2012 	4 	16 	336.0 	138.550 
2012 	6 	14 	271.0 	141.490 
2012 	7 	25 	244.0 	98.140 
2012 	8 	28 	219.0 	100.370 
2012 	9 	19 	232.0 	134.990 
2012 	10 	16 	233.0 	124.940 
2012 	11 	15 	241.0 	188.530 
2012 	12 	17 	256.0 	197.670 
2013 	1 	15 	253.0 	156.500 
2013 	2 	18 	251.0 	138.740 
2013 	3 	18 	277.0 	125.330 
2013 	4 	18 	279.0 	89.740 
2013 	5 	20 	303.0 	66.040 
2013 	6 	17 	250.0 	76.200 
2013 	7 	15 	235.0 	103.560 
2013 	8 	15 	233.0 	130.229 
2013 	9 	16 	275.0 	79.350 
2013 	10 	14 	259.0 	137.030 
2013 	11 	19 	254.0 	130.400 
2013 	12 	16 	245.0 	125.030 
2014 	1 	20 	272.0 	153.090 
2014 	2 	19 	233.0 	158.550 
2014 	3 	17 	248.0 	152.140 
2014 	4 	15 	257.0 	129.949 
2014 	5 	19 	246.0 	95.010 
2014 	6 	18 	257.0 	135.010 
2014 	7 	24 	234.0 	59.380 
2014 	8 	27 	189.0 	101.630 
2014 	9 	25 	179.0 	70.950 
2014 	10 	22 	227.0 	177.430 
2014 	11 	19 	243.0 	222.430 
2014 	12 	15 	263.0 	121.910 
2015 	1 	15 	271.0 	124.800 
2015 	2 	16 	233.0 	150.760 
2015 	3 	30 	228.0 	87.620 
2015 	4 	16 	251.0 	149.130 
2015 	5 	18 	294.0 	238.220 
2015 	6 	17 	219.0 	215.290 
2015 	7 	16 	246.0 	145.950 
2015 	8 	17 	244.0 	158.690 
2015 	9 	17 	217.0 	99.040 
2015 	10 	19 	222.0 	142.130 
2015 	11 	15 	215.0 	86.200 
2015 	12 	15 	244.0 	143.840 
2016 	1 	18 	267.0 	176.710 
2016 	2 	15 	220.0 	140.230 
2016 	3 	17 	212.0 	97.850 
2016 	4 	18 	266.0 	120.840 
2016 	5 	16 	240.0 	144.550 
2016 	6 	16 	233.0 	168.570 
2016 	7 	18 	241.0 	34.210 
2016 	8 	22 	179.0 	110.770 
2016 	9 	20 	212.0 	76.850 
2016 	10 	17 	200.0 	109.380 
2016 	11 	21 	232.0 	56.620 
2016 	12 	19 	267.0 	61.930 
2017 	1 	16 	246.0 	136.200 
2017 	2 	20 	205.0 	78.650 
2017 	3 	15 	213.0 	61.120 
2017 	4 	25 	225.0 	105.680 
2017 	5 	16 	256.0 	67.870 
2017 	6 	20 	219.0 	63.060 
2017 	7 	17 	197.0 	31.790 
2017 	8 	15 	180.0 	65.950 
2017 	9 	18 	197.0 	87.090 
2017 	10 	17 	189.0 	75.310 
2017 	11 	20 	243.0 	137.030 
2017 	12 	14 	244.0 	126.070 
2018 	1 	16 	230.0 	158.170 
2018 	2 	21 	197.0 	155.680 
2018 	3 	19 	210.0 	158.900 
2018 	4 	17 	225.0 	68.500 
2018 	5 	17 	308.0 	542.910 
2018 	6 	18 	291.0 	53.650 
2018 	7 	16 	253.0 	37.680 
2018 	8 	16 	240.0 	42.780 
2018 	9 	18 	320.0 	53.460 
2018 	10 	17 	256.0 	49.580 
2018 	11 	19 	269.0 	135.940 
2018 	12 	19 	281.0 	133.500 
