Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	18 	833.0 	75.843 
2007 	2 	20 	749.0 	11.207 
2007 	3 	21 	939.0 	54.329 
2007 	4 	18 	866.0 	9.215 
2007 	5 	30 	592.0 	6.776 
2007 	7 	18 	695.0 	45.728 
2007 	8 	21 	711.0 	18.668 
2007 	9 	19 	656.0 	7.648 
2007 	10 	17 	742.0 	12.363 
2007 	11 	21 	839.0 	14.078 
2007 	12 	11 	909.0 	59.686 
2008 	1 	15 	927.0 	101.751 
2008 	2 	20 	796.0 	21.754 
2008 	3 	18 	654.0 	30.563 
2008 	4 	15 	707.0 	30.848 
2008 	5 	14 	583.0 	8.365 
2008 	6 	18 	650.0 	2.762 
2008 	7 	16 	506.0 	5.457 
2008 	8 	19 	631.0 	26.716 
2008 	9 	16 	633.0 	25.767 
2008 	10 	16 	647.0 	36.581 
2008 	11 	19 	686.0 	75.168 
2008 	12 	16 	730.0 	21.871 
2009 	1 	20 	684.0 	19.006 
2009 	2 	18 	728.0 	10.900 
2009 	3 	17 	674.0 	20.756 
2009 	4 	15 	773.0 	19.788 
2009 	5 	20 	719.0 	4.182 
2009 	6 	17 	656.0 	7.029 
2009 	7 	9 	665.0 	4.716 
2009 	8 	18 	679.0 	28.287 
2009 	9 	17 	761.0 	15.529 
2009 	10 	19 	695.0 	19.599 
2009 	11 	18 	712.0 	68.034 
2009 	12 	17 	724.0 	20.529 
2010 	1 	19 	705.0 	7.899 
2010 	2 	16 	932.0 	6.314 
2010 	3 	17 	819.0 	8.728 
2010 	4 	20 	812.0 	22.111 
2010 	5 	18 	645.0 	8.327 
2010 	6 	16 	623.0 	5.565 
2010 	7 	20 	674.0 	3.641 
2010 	8 	17 	632.0 	11.324 
2010 	9 	21 	709.0 	17.582 
2010 	10 	18 	831.0 	14.470 
2010 	11 	16 	838.0 	44.962 
2010 	12 	19 	845.0 	10.398 
2011 	1 	18 	845.0 	41.936 
2011 	2 	15 	993.0 	27.764 
2011 	3 	15 	850.0 	13.412 
2011 	4 	19 	833.0 	29.406 
2011 	5 	17 	747.0 	5.623 
2011 	6 	14 	693.0 	17.311 
2011 	7 	19 	767.0 	9.348 
2011 	8 	16 	721.0 	7.258 
2011 	9 	20 	867.0 	125.092 
2011 	10 	18 	859.0 	16.314 
2011 	11 	21 	771.0 	13.312 
2011 	12 	13 	822.0 	83.052 
2012 	1 	10 	836.0 	33.707 
2012 	2 	7 	727.0 	12.333 
2012 	3 	6 	867.0 	22.742 
2012 	4 	10 	872.0 	8.518 
2012 	5 	8 	984.0 	12.227 
2012 	6 	12 	838.0 	17.078 
2012 	7 	10 	740.0 	15.249 
2012 	8 	14 	690.0 	15.255 
2012 	9 	11 	783.0 	10.440 
2012 	10 	9 	831.0 	53.650 
2012 	11 	13 	787.0 	33.138 
2012 	12 	11 	780.0 	16.210 
2013 	1 	8 	794.0 	50.679 
2013 	2 	12 	830.0 	12.196 
2013 	3 	12 	828.0 	5.604 
2013 	4 	9 	830.0 	2.619 
2013 	5 	14 	960.0 	28.671 
2013 	6 	11 	746.0 	8.999 
2013 	7 	9 	746.0 	8.619 
2013 	8 	13 	805.0 	4.217 
2013 	9 	10 	855.0 	3.680 
2013 	10 	8 	913.0 	3.572 
2013 	11 	14 	834.0 	47.439 
2013 	12 	10 	852.0 	23.295 
2014 	1 	14 	673.0 	44.775 
2014 	2 	11 	666.0 	97.271 
2014 	3 	11 	626.0 	37.239 
2014 	4 	8 	690.0 	13.137 
2014 	5 	13 	702.0 	18.360 
2014 	6 	10 	725.0 	4.918 
2014 	7 	8 	812.0 	4.547 
2014 	9 	2 	790.0 	17.265 
2014 	9 	9 	672.0 	11.752 
2014 	10 	21 	877.0 	155.908 
2014 	11 	18 	682.0 	33.557 
2014 	12 	9 	747.0 	44.534 
2015 	1 	20 	774.0 	52.939 
2015 	2 	17 	718.0 	22.646 
2015 	3 	24 	729.0 	13.396 
2015 	4 	28 	750.0 	8.089 
2015 	5 	19 	976.0 	21.041 
2015 	6 	9 	841.0 	27.383 
2015 	7 	14 	755.0 	8.126 
2015 	8 	11 	692.0 	11.815 
2015 	9 	15 	758.0 	15.275 
2015 	10 	20 	732.0 	9.846 
2015 	11 	10 	828.0 	11.944 
2015 	12 	15 	834.0 	54.418 
2016 	1 	12 	729.0 	14.401 
2016 	2 	16 	816.0 	31.811 
2016 	3 	15 	683.0 	23.603 
2016 	4 	12 	729.0 	26.765 
2016 	5 	17 	666.0 	6.606 
2016 	6 	14 	759.0 	4.161 
2016 	7 	12 	818.0 	5.140 
2016 	8 	9 	656.0 	5.927 
2016 	9 	13 	642.0 	4.517 
2016 	10 	11 	726.0 	2.745 
2016 	11 	8 	1040.0 	21.944 
2016 	12 	13 	898.0 	18.511 
2017 	1 	10 	902.0 	14.337 
2017 	2 	14 	926.0 	8.798 
2017 	3 	14 	1120.0 	27.434 
2017 	4 	12 	843.0 	11.118 
2017 	5 	9 	1000.0 	14.932 
2017 	6 	13 	902.0 	8.580 
