Year	Month	Day	Conc_μg_l	Q_m3_s
2016 	11 	15 	677.0 	111.356 
2016 	12 	15 	647.0 	123.854 
2017 	1 	17 	749.0 	152.455 
2017 	2 	14 	620.0 	135.619 
2017 	3 	14 	732.0 	119.629 
2017 	4 	11 	548.0 	126.367 
2017 	5 	18 	539.0 	144.725 
2017 	6 	15 	588.0 	158.489 
2017 	7 	20 	518.0 	110.590 
2017 	8 	22 	518.0 	214.569 
2017 	9 	12 	508.0 	150.072 
2017 	10 	17 	532.0 	172.856 
2017 	11 	14 	579.0 	147.376 
2017 	12 	14 	591.0 	228.043 
2018 	1 	17 	598.0 	226.380 
2018 	2 	20 	579.0 	226.474 
2018 	3 	13 	628.0 	226.318 
2018 	4 	17 	656.0 	225.137 
2018 	5 	23 	557.0 	181.476 
2018 	6 	20 	529.0 	89.730 
2018 	7 	17 	553.0 	102.093 
2018 	8 	14 	532.0 	122.553 
2018 	9 	11 	532.0 	101.550 
2018 	10 	16 	585.0 	102.014 
2018 	11 	22 	639.0 	167.087 
2018 	12 	19 	587.0 	132.376 
