Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	15 	30.0 	196.634 
2007 	2 	15 	13.0 	57.193 
2007 	3 	14 	13.0 	72.072 
2007 	4 	17 	15.0 	24.814 
2007 	5 	14 	15.0 	20.356 
2007 	6 	13 	19.0 	10.587 
2007 	7 	17 	18.0 	62.533 
2007 	8 	14 	24.0 	45.474 
2007 	10 	16 	15.0 	40.632 
2007 	11 	13 	25.0 	37.938 
2007 	12 	19 	17.0 	57.980 
2008 	1 	16 	23.0 	105.499 
2008 	2 	12 	17.0 	102.301 
2008 	3 	18 	18.0 	100.702 
2008 	4 	14 	19.0 	62.904 
2008 	5 	13 	19.0 	15.817 
2008 	6 	17 	23.0 	7.527 
2008 	7 	8 	25.0 	9.276 
2008 	8 	19 	24.0 	45.924 
2008 	9 	16 	25.0 	51.327 
2008 	10 	14 	21.0 	61.256 
2008 	11 	18 	21.0 	136.279 
2008 	12 	16 	15.0 	60.020 
2009 	1 	15 	22.0 	52.357 
2009 	2 	18 	16.0 	19.845 
2009 	3 	17 	25.0 	41.974 
2009 	4 	14 	19.0 	36.728 
2009 	5 	12 	25.0 	18.952 
2009 	6 	16 	26.0 	16.336 
2009 	7 	21 	41.0 	23.754 
2009 	8 	18 	32.0 	23.474 
2009 	9 	14 	27.0 	18.345 
2009 	10 	13 	24.0 	34.806 
2009 	11 	17 	21.0 	65.023 
2009 	12 	14 	18.0 	60.622 
2010 	1 	13 	15.0 	25.593 
2010 	2 	17 	16.0 	17.264 
2010 	3 	16 	27.0 	19.566 
2010 	4 	14 	20.0 	58.312 
2010 	5 	18 	28.0 	28.516 
2010 	6 	8 	34.0 	13.129 
2010 	7 	12 	24.0 	9.273 
2010 	8 	17 	32.0 	39.666 
2010 	9 	14 	21.0 	27.094 
2010 	10 	18 	18.0 	28.646 
2010 	11 	15 	20.0 	128.593 
2010 	12 	14 	14.0 	35.536 
2011 	1 	18 	25.0 	83.632 
2011 	2 	14 	16.0 	84.353 
2011 	3 	17 	28.0 	38.231 
2011 	4 	13 	17.0 	81.205 
2011 	5 	17 	21.0 	14.103 
2011 	6 	15 	27.0 	16.334 
2011 	7 	13 	25.0 	17.151 
2011 	8 	16 	30.0 	67.087 
2011 	9 	14 	28.0 	98.281 
2011 	10 	13 	22.0 	65.119 
