Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	17 	43.0 	198.643 
2007 	2 	27 	26.0 	64.975 
2007 	3 	19 	99.0 	70.467 
2007 	4 	18 	49.0 	44.452 
2007 	5 	23 	37.0 	29.039 
2007 	6 	26 	25.0 	29.574 
2007 	7 	9 	66.0 	160.817 
2007 	8 	16 	54.0 	55.345 
2007 	9 	20 	94.0 	38.902 
2007 	10 	18 	36.0 	38.755 
2007 	11 	22 	32.0 	42.404 
2007 	12 	17 	31.0 	70.907 
2008 	1 	14 	40.0 	79.719 
2008 	2 	26 	100.0 	60.680 
2008 	3 	19 	34.0 	80.502 
2008 	4 	16 	28.0 	70.909 
2008 	5 	19 	36.0 	25.571 
2008 	6 	18 	27.0 	11.443 
2008 	7 	15 	33.0 	8.791 
2008 	9 	23 	32.0 	9.431 
2008 	10 	14 	29.0 	19.058 
2008 	11 	18 	63.0 	57.586 
2008 	12 	16 	32.0 	68.128 
2009 	1 	14 	27.0 	38.044 
2009 	2 	24 	23.0 	38.608 
2009 	3 	17 	230.0 	50.919 
2009 	4 	21 	34.0 	28.917 
2009 	5 	22 	40.0 	16.418 
2009 	6 	25 	35.0 	12.239 
2009 	7 	28 	48.0 	23.172 
2009 	8 	20 	20.0 	13.313 
2009 	9 	22 	26.0 	8.490 
2009 	10 	21 	23.0 	15.226 
2009 	11 	24 	52.0 	53.920 
2009 	12 	22 	32.0 	33.178 
2010 	1 	21 	22.0 	25.701 
2010 	2 	24 	20.0 	21.978 
2010 	3 	22 	24.0 	46.184 
2010 	4 	27 	27.0 	39.239 
2010 	5 	21 	24.0 	43.775 
2010 	6 	21 	27.0 	37.885 
2010 	7 	20 	30.0 	12.770 
2010 	8 	17 	30.0 	8.824 
2010 	9 	16 	49.0 	10.919 
2010 	10 	28 	29.0 	38.421 
2010 	11 	29 	85.0 	96.981 
2010 	12 	17 	21.0 	57.892 
2011 	1 	25 	30.0 	80.142 
2011 	2 	22 	22.0 	77.058 
2011 	3 	29 	40.0 	61.032 
2011 	4 	27 	23.0 	36.219 
2011 	5 	23 	28.0 	20.892 
2011 	6 	29 	24.0 	21.568 
2011 	7 	22 	36.0 	15.671 
2011 	8 	26 	32.0 	23.949 
2011 	9 	20 	31.0 	41.806 
2011 	10 	28 	41.0 	48.796 
2011 	11 	23 	27.0 	27.778 
2011 	12 	16 	39.0 	80.395 
2012 	1 	23 	32.0 	77.928 
2012 	2 	22 	39.0 	51.802 
2012 	3 	16 	24.0 	55.974 
2012 	4 	18 	23.0 	37.994 
2012 	5 	23 	26.0 	22.278 
2012 	6 	25 	50.0 	13.012 
2012 	7 	19 	26.0 	15.091 
2012 	8 	22 	37.0 	10.546 
2012 	9 	27 	28.0 	13.442 
2012 	10 	22 	30.0 	45.796 
2012 	11 	26 	32.0 	38.980 
2012 	12 	18 	28.0 	38.815 
2013 	1 	29 	19.0 	42.393 
2013 	2 	27 	20.0 	42.131 
2013 	3 	26 	19.0 	25.579 
