Year	Month	Day	Conc_μg_l	Q_m3_s
2013 	4 	24 	27.0 	27.714 
2013 	5 	20 	26.0 	17.861 
2013 	6 	20 	19.0 	14.045 
2013 	7 	19 	36.0 	7.837 
2013 	8 	30 	16.0 	5.230 
2013 	9 	24 	18.0 	5.688 
2013 	11 	5 	29.0 	15.653 
2013 	11 	21 	43.0 	24.647 
2013 	12 	17 	29.0 	38.158 
2014 	2 	21 	29.0 	76.910 
2014 	3 	25 	26.0 	43.756 
2014 	4 	28 	22.0 	33.073 
2014 	5 	20 	27.0 	51.917 
2014 	6 	26 	24.0 	14.038 
2014 	7 	23 	29.0 	26.898 
2014 	8 	28 	36.0 	16.095 
2014 	9 	25 	45.0 	12.522 
2014 	10 	24 	39.0 	48.007 
2014 	11 	21 	44.0 	41.888 
2014 	12 	18 	40.0 	61.791 
2015 	1 	22 	34.0 	120.489 
2015 	2 	23 	42.0 	56.367 
2015 	3 	25 	28.0 	38.709 
2015 	4 	21 	33.0 	47.780 
2015 	5 	19 	36.0 	36.554 
2015 	6 	23 	22.0 	23.829 
2015 	7 	22 	30.0 	13.517 
2015 	8 	26 	46.0 	8.360 
2015 	9 	21 	30.0 	10.152 
2015 	10 	21 	23.0 	7.213 
2015 	11 	24 	45.0 	39.543 
2015 	12 	15 	32.0 	55.362 
2016 	1 	21 	24.0 	42.293 
2016 	2 	24 	26.0 	75.975 
2016 	3 	21 	38.0 	56.802 
2016 	5 	2 	21.0 	44.388 
2016 	5 	27 	22.0 	18.388 
2016 	6 	29 	32.0 	8.869 
2016 	7 	22 	33.0 	15.177 
2016 	8 	31 	21.0 	7.024 
2016 	9 	27 	21.0 	4.313 
2016 	11 	1 	33.0 	13.004 
2016 	11 	29 	34.0 	26.966 
2017 	1 	30 	26.0 	23.040 
2017 	2 	24 	65.0 	37.012 
2017 	3 	30 	17.0 	38.324 
2017 	5 	3 	29.0 	28.647 
2017 	6 	1 	30.0 	10.694 
2017 	6 	28 	24.0 	14.089 
2017 	8 	9 	34.0 	36.491 
2017 	8 	31 	32.0 	16.648 
2017 	9 	26 	70.0 	41.885 
2017 	10 	30 	140.0 	108.872 
2017 	11 	30 	32.0 	88.928 
2017 	12 	19 	34.0 	115.370 
2018 	1 	23 	31.0 	86.068 
2018 	2 	27 	36.0 	59.213 
2018 	3 	22 	30.0 	56.118 
2018 	5 	4 	76.0 	32.791 
2018 	5 	25 	50.0 	17.151 
2018 	6 	29 	30.0 	7.868 
2018 	8 	8 	18.0 	2.400 
2018 	9 	6 	16.0 	4.363 
2018 	9 	21 	25.0 	3.529 
2018 	10 	31 	74.0 	10.315 
2018 	11 	20 	60.0 	10.649 
2018 	12 	21 	39.0 	23.672 
