Year	Month	Day	Conc_μg_l	Q_m3_s
2012 	12 	10 	14.0 	15.037 
2013 	1 	14 	18.0 	30.818 
2013 	2 	12 	15.0 	16.556 
2013 	3 	19 	8.0 	9.629 
2013 	4 	15 	25.0 	12.736 
2013 	5 	8 	16.0 	13.352 
2013 	6 	10 	10.0 	10.773 
2013 	7 	17 	16.0 	11.419 
2013 	8 	12 	12.0 	4.630 
2013 	9 	17 	13.0 	0.649 
2013 	10 	15 	9.0 	0.414 
2013 	11 	12 	12.0 	1.746 
2013 	12 	17 	10.0 	7.042 
2014 	1 	13 	13.0 	11.732 
2014 	2 	10 	18.0 	13.913 
2014 	3 	13 	9.7 	13.560 
2014 	4 	8 	11.0 	9.973 
2014 	5 	21 	15.0 	7.518 
2014 	6 	9 	14.0 	5.668 
2014 	7 	23 	12.0 	1.905 
2014 	8 	12 	12.0 	2.958 
2014 	9 	9 	9.0 	4.425 
2014 	10 	15 	7.4 	2.283 
2014 	11 	18 	18.0 	15.089 
2014 	12 	9 	12.0 	18.119 
2015 	1 	21 	27.0 	15.938 
2015 	2 	16 	17.0 	16.657 
2015 	3 	20 	16.0 	14.536 
2015 	4 	15 	26.0 	13.672 
2015 	5 	12 	24.0 	10.166 
2015 	6 	22 	14.0 	5.055 
2015 	7 	14 	20.0 	3.105 
2015 	8 	11 	13.0 	1.782 
2015 	9 	16 	10.0 	0.833 
2015 	10 	14 	5.8 	0.648 
2015 	11 	20 	14.0 	0.818 
2015 	12 	16 	7.9 	1.352 
2016 	1 	12 	9.0 	4.953 
2016 	2 	17 	12.0 	10.901 
2016 	3 	17 	42.0 	11.033 
2016 	4 	13 	9.6 	8.288 
2016 	5 	19 	12.0 	5.338 
2016 	6 	13 	8.3 	2.987 
2016 	7 	6 	19.0 	1.718 
2016 	8 	24 	9.9 	1.016 
2016 	9 	20 	5.8 	0.425 
2016 	10 	27 	30.0 	3.043 
2016 	11 	8 	34.0 	14.748 
2016 	12 	27 	12.0 	13.520 
2017 	1 	17 	8.9 	11.115 
2017 	2 	22 	16.0 	8.955 
2017 	3 	21 	12.0 	13.555 
2017 	4 	27 	10.0 	7.735 
2017 	5 	18 	13.0 	3.946 
2017 	6 	20 	21.0 	1.515 
2017 	7 	6 	13.0 	1.491 
2017 	8 	29 	6.4 	0.554 
2017 	9 	26 	20.0 	1.100 
2017 	10 	26 	23.0 	5.854 
2017 	11 	23 	8.2 	12.586 
2017 	12 	21 	13.0 	22.705 
2018 	1 	18 	17.0 	34.934 
2018 	2 	23 	18.0 	24.860 
2018 	3 	15 	24.0 	18.070 
2018 	4 	24 	22.0 	23.160 
2018 	5 	22 	16.0 	7.613 
2018 	6 	29 	29.0 	0.926 
2018 	7 	10 	63.0 	0.481 
2018 	8 	23 	15.0 	0.027 
2018 	9 	26 	18.0 	0.227 
2018 	10 	30 	12.0 	1.409 
2018 	11 	14 	12.0 	2.035 
2018 	12 	19 	18.0 	7.298 
