Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	11 	17.0 	16.029 
2007 	2 	15 	16.0 	23.711 
2007 	3 	22 	13.0 	27.239 
2007 	4 	25 	23.0 	8.215 
2007 	5 	10 	23.0 	4.661 
2007 	6 	11 	15.0 	0.026 
2007 	7 	13 	25.0 	7.640 
2007 	8 	13 	20.0 	12.000 
2007 	10 	22 	8.0 	12.375 
2007 	11 	25 	16.0 	11.740 
2007 	12 	12 	14.0 	15.913 
2008 	1 	18 	17.0 	16.252 
2008 	2 	18 	10.0 	14.971 
2008 	3 	20 	14.0 	14.212 
2008 	4 	21 	12.0 	9.473 
2008 	5 	19 	11.0 	6.634 
2008 	6 	13 	9.0 	2.262 
2008 	7 	15 	73.0 	0.840 
2008 	8 	21 	11.0 	3.959 
2008 	9 	26 	9.0 	8.384 
2008 	10 	24 	11.0 	8.355 
2008 	12 	16 	11.0 	24.934 
2009 	1 	29 	12.0 	12.403 
2009 	2 	11 	11.0 	11.311 
2009 	3 	24 	24.0 	11.685 
2009 	4 	24 	13.0 	10.843 
2009 	5 	15 	14.0 	6.333 
2009 	6 	10 	13.0 	3.611 
2009 	7 	9 	15.0 	3.316 
2009 	8 	10 	16.0 	2.951 
2009 	9 	16 	8.0 	1.419 
2009 	10 	15 	9.0 	1.072 
2009 	11 	16 	7.0 	3.726 
2010 	1 	15 	14.0 	10.166 
2010 	2 	22 	10.0 	7.984 
2010 	3 	11 	10.0 	9.039 
2010 	4 	26 	7.0 	20.101 
2010 	5 	18 	13.0 	13.222 
2010 	6 	16 	12.0 	8.119 
2010 	7 	20 	12.0 	1.091 
2010 	8 	12 	12.0 	3.218 
2010 	9 	15 	10.0 	5.177 
2010 	10 	20 	11.0 	7.752 
2010 	11 	22 	31.0 	26.938 
2010 	12 	13 	13.0 	53.067 
2011 	1 	21 	16.0 	39.377 
2011 	2 	9 	20.0 	27.759 
2011 	3 	10 	22.0 	15.113 
2011 	4 	13 	12.0 	25.947 
2011 	5 	16 	14.0 	7.519 
2011 	6 	15 	12.0 	1.293 
2011 	7 	13 	14.0 	4.413 
2011 	8 	10 	18.0 	8.932 
2011 	9 	19 	13.0 	6.239 
2011 	10 	18 	10.0 	5.917 
2011 	11 	14 	6.0 	5.874 
2012 	1 	12 	32.0 	18.820 
2012 	2 	20 	16.0 	12.468 
2012 	3 	14 	18.0 	15.154 
2012 	4 	10 	25.0 	8.709 
2012 	5 	22 	17.0 	5.246 
2012 	6 	11 	16.0 	1.521 
2012 	7 	12 	15.0 	2.061 
2012 	8 	14 	14.0 	9.879 
2012 	9 	18 	12.0 	1.833 
2012 	10 	15 	11.0 	5.797 
2012 	11 	14 	14.0 	12.998 
