Year	Month	Day	Conc_μg_l	Q_m3_s
2014 	9 	9 	28.1 	11.752 
2014 	10 	21 	63.6 	155.908 
2014 	11 	18 	34.8 	33.557 
2014 	12 	9 	27.4 	44.534 
2015 	1 	20 	34.1 	52.939 
2015 	2 	17 	25.5 	22.646 
2015 	3 	24 	27.3 	13.396 
2015 	4 	28 	23.7 	8.089 
2015 	5 	19 	33.2 	21.041 
2015 	6 	9 	30.4 	27.383 
2015 	7 	14 	31.7 	8.126 
2015 	8 	11 	32.0 	11.815 
2015 	9 	15 	56.6 	15.275 
2015 	10 	20 	25.1 	9.846 
2015 	11 	10 	38.5 	11.944 
2015 	12 	15 	45.2 	54.418 
2016 	1 	12 	30.5 	14.401 
2016 	2 	16 	73.7 	31.811 
2016 	3 	15 	27.3 	23.603 
2016 	4 	12 	25.6 	26.765 
2016 	5 	17 	27.8 	6.606 
2016 	6 	14 	28.7 	4.161 
2016 	7 	12 	47.1 	5.141 
2016 	8 	9 	27.8 	5.927 
2016 	9 	13 	22.8 	4.517 
2016 	10 	11 	27.4 	2.745 
2016 	11 	8 	37.8 	21.944 
2016 	12 	13 	27.2 	18.511 
2017 	1 	10 	53.0 	14.337 
2017 	2 	14 	29.8 	8.798 
2017 	3 	14 	39.7 	27.434 
2017 	4 	12 	24.7 	11.118 
2017 	5 	9 	34.8 	14.932 
2017 	6 	13 	28.6 	8.580 
2017 	7 	11 	32.8 	5.195 
2017 	8 	8 	31.0 	2.253 
2017 	9 	12 	66.3 	14.646 
2017 	10 	10 	30.4 	14.680 
2017 	11 	15 	30.1 	25.020 
2017 	12 	12 	105.0 	34.674 
2018 	1 	9 	50.7 	46.798 
2018 	2 	22 	26.0 	12.704 
2018 	3 	14 	21.6 	11.323 
2018 	4 	10 	24.9 	45.249 
2018 	5 	16 	37.0 	12.701 
2018 	6 	28 	37.2 	3.418 
2018 	8 	28 	122.0 	2.922 
2018 	9 	18 	37.7 	12.820 
2018 	10 	18 	24.9 	11.678 
2018 	11 	15 	32.5 	49.105 
2018 	12 	19 	38.2 	18.961 
