Year	Month	Day	Conc_μg_l	Q_m3_s
2011 	6 	21 	23.0 	163.479 
2011 	7 	26 	22.0 	226.017 
2011 	8 	16 	16.0 	226.055 
2011 	9 	15 	11.0 	226.542 
2011 	10 	25 	17.0 	225.618 
2011 	11 	15 	9.0 	225.161 
2011 	12 	13 	25.0 	229.075 
2012 	1 	17 	16.0 	225.754 
2012 	2 	14 	22.0 	225.329 
2012 	3 	13 	14.0 	225.273 
2012 	4 	23 	13.0 	225.753 
2012 	5 	15 	14.0 	226.155 
2012 	6 	19 	17.0 	220.563 
2012 	7 	10 	20.0 	225.370 
2012 	8 	7 	17.0 	159.815 
2012 	9 	11 	12.0 	156.491 
2012 	10 	17 	27.0 	226.848 
2012 	11 	13 	20.0 	226.026 
2012 	12 	18 	27.0 	226.323 
2013 	1 	15 	14.0 	225.632 
2013 	2 	12 	14.0 	225.428 
2013 	3 	12 	10.0 	225.194 
2013 	4 	16 	11.0 	225.221 
2013 	5 	14 	12.0 	110.696 
2013 	6 	11 	20.0 	196.995 
2013 	7 	16 	14.0 	158.765 
2013 	8 	15 	16.0 	126.362 
2013 	9 	17 	10.0 	128.110 
2013 	10 	15 	10.0 	86.859 
2013 	11 	12 	29.0 	159.437 
2013 	12 	17 	38.0 	205.826 
2014 	1 	21 	19.4 	225.447 
2014 	2 	11 	24.2 	226.622 
2014 	3 	18 	15.8 	226.294 
2014 	4 	15 	16.8 	225.629 
2014 	5 	13 	14.2 	226.625 
2014 	6 	17 	15.4 	223.828 
2014 	7 	15 	12.8 	206.260 
2014 	8 	12 	12.9 	176.805 
2014 	9 	16 	15.4 	177.334 
2014 	10 	14 	17.2 	135.372 
2014 	11 	18 	27.4 	225.129 
2014 	12 	16 	17.2 	227.545 
2015 	1 	20 	17.0 	226.465 
2015 	2 	17 	21.6 	225.388 
2015 	3 	17 	23.2 	225.200 
2015 	4 	14 	10.2 	226.073 
2015 	5 	12 	11.9 	224.897 
2015 	6 	16 	10.4 	224.996 
2015 	7 	14 	12.2 	220.255 
2015 	8 	11 	12.4 	224.964 
2015 	9 	15 	12.6 	167.980 
2015 	10 	13 	10.1 	225.035 
2015 	11 	17 	19.0 	209.686 
2015 	12 	15 	22.0 	200.725 
2016 	1 	20 	14.3 	225.345 
2016 	2 	16 	11.9 	225.558 
2016 	3 	15 	13.2 	225.462 
2016 	4 	19 	10.6 	182.193 
2016 	5 	24 	12.1 	225.188 
2016 	6 	14 	18.2 	213.639 
2016 	7 	8 	18.3 	161.590 
2016 	8 	16 	13.0 	108.277 
2016 	9 	13 	11.1 	186.106 
2016 	10 	18 	23.3 	118.110 
2016 	11 	15 	26.8 	111.356 
2016 	12 	15 	41.2 	123.854 
2017 	1 	17 	25.2 	152.455 
2017 	2 	14 	18.8 	135.619 
2017 	3 	14 	20.6 	119.629 
2017 	4 	11 	9.8 	126.367 
2017 	5 	18 	9.1 	144.725 
2017 	6 	15 	19.0 	158.489 
2017 	7 	20 	12.0 	110.590 
2017 	8 	22 	19.8 	214.569 
2017 	9 	12 	17.0 	150.072 
2017 	10 	17 	22.7 	172.857 
2017 	11 	14 	14.0 	147.376 
2017 	12 	14 	17.3 	228.043 
2018 	1 	17 	18.4 	226.380 
2018 	2 	20 	15.0 	226.474 
2018 	3 	13 	25.9 	226.318 
2018 	4 	17 	13.6 	225.137 
2018 	5 	23 	10.1 	181.476 
2018 	6 	20 	12.1 	89.730 
2018 	7 	17 	14.2 	102.093 
2018 	8 	14 	14.3 	122.554 
2018 	9 	11 	12.8 	101.550 
2018 	10 	16 	12.3 	102.014 
2018 	11 	22 	17.9 	167.087 
2018 	12 	19 	19.8 	132.376 
