Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	14 	18.0 	120.510 
2007 	1 	15 	11.0 	118.670 
2007 	2 	14 	18.0 	92.990 
2007 	2 	15 	9.0 	91.830 
2007 	3 	15 	7.0 	72.450 
2007 	3 	16 	5.0 	72.090 
2007 	4 	16 	14.0 	106.750 
2007 	5 	14 	43.0 	954.230 
2007 	5 	15 	19.0 	948.900 
2007 	5 	22 	22.0 	1527.730 
2007 	6 	9 	9.0 	723.920 
2007 	6 	14 	8.0 	726.760 
2007 	6 	15 	26.0 	705.480 
2007 	7 	16 	8.0 	540.210 
2007 	8 	14 	6.0 	443.460 
2007 	8 	15 	8.0 	419.730 
2007 	9 	17 	9.0 	294.890 
2007 	9 	18 	5.0 	318.100 
2007 	9 	27 	16.0 	580.950 
2007 	10 	15 	13.0 	397.850 
2007 	11 	14 	13.0 	207.220 
2007 	11 	15 	9.0 	212.010 
2007 	12 	10 	9.0 	192.110 
2007 	12 	16 	13.0 	155.600 
2008 	1 	14 	16.0 	131.520 
2008 	1 	15 	12.0 	132.360 
2008 	2 	14 	11.0 	113.860 
2008 	2 	17 	16.0 	110.640 
2008 	3 	13 	13.0 	96.960 
2008 	3 	16 	18.0 	96.560 
2008 	3 	20 	17.0 	97.270 
2008 	4 	2 	6.0 	91.320 
2008 	4 	14 	19.0 	91.760 
2008 	4 	16 	12.0 	91.020 
2008 	5 	5 	50.0 	405.090 
2008 	5 	6 	75.0 	531.110 
2008 	5 	7 	53.0 	735.440 
2008 	5 	8 	82.0 	1063.940 
2008 	5 	9 	77.0 	1356.720 
2008 	5 	10 	69.0 	1538.180 
2008 	5 	11 	70.0 	1684.630 
2008 	5 	12 	88.0 	1811.180 
2008 	5 	13 	77.0 	1875.250 
2008 	5 	14 	56.0 	1859.340 
2008 	5 	15 	47.0 	1778.530 
2008 	5 	16 	36.0 	1655.870 
2008 	5 	17 	31.0 	1509.090 
2008 	5 	18 	27.0 	1357.490 
2008 	5 	19 	21.0 	1216.330 
2008 	5 	20 	21.0 	1095.880 
2008 	5 	21 	19.0 	998.690 
2008 	5 	22 	18.0 	922.430 
2008 	5 	23 	18.0 	862.540 
2008 	5 	24 	16.0 	814.940 
2008 	5 	25 	18.0 	779.210 
2008 	5 	26 	16.0 	759.320 
2008 	5 	27 	17.0 	759.020 
2008 	5 	28 	16.0 	780.730 
2008 	5 	29 	16.0 	816.220 
2008 	5 	30 	14.0 	851.500 
2008 	5 	31 	14.0 	881.360 
2008 	6 	1 	15.0 	910.940 
2008 	6 	2 	16.0 	939.590 
2008 	6 	3 	15.0 	959.690 
2008 	6 	4 	14.0 	969.240 
2008 	6 	5 	18.0 	973.740 
2008 	6 	6 	14.0 	973.220 
2008 	6 	7 	14.0 	960.610 
2008 	6 	8 	16.0 	934.740 
2008 	6 	9 	13.0 	899.250 
2008 	6 	10 	13.0 	859.250 
2008 	6 	11 	13.0 	821.740 
2008 	6 	12 	14.0 	789.270 
2008 	6 	13 	14.0 	759.700 
2008 	6 	14 	12.0 	729.230 
2008 	6 	15 	11.0 	695.570 
2008 	6 	16 	12.0 	658.530 
2008 	6 	17 	11.0 	619.130 
2008 	6 	18 	12.0 	583.030 
2008 	7 	15 	10.0 	589.490 
2008 	8 	14 	8.0 	294.170 
2008 	8 	17 	35.0 	333.510 
2008 	8 	21 	11.0 	397.070 
2008 	9 	15 	11.0 	254.400 
2008 	9 	18 	17.0 	231.090 
2008 	9 	30 	24.0 	189.490 
2008 	10 	15 	12.0 	255.100 
2008 	11 	13 	12.0 	150.030 
2008 	11 	17 	18.0 	150.060 
2008 	12 	14 	14.0 	109.230 
2008 	12 	15 	9.0 	107.580 
2009 	1 	14 	18.0 	83.910 
2009 	1 	15 	9.0 	83.960 
2009 	2 	14 	17.0 	76.810 
2009 	2 	16 	9.0 	75.290 
2009 	3 	15 	17.0 	60.820 
2009 	3 	16 	10.0 	60.330 
2009 	3 	24 	26.0 	57.000 
2009 	4 	6 	8.0 	50.510 
2009 	4 	14 	18.0 	52.560 
2009 	4 	15 	13.0 	53.180 
2009 	4 	16 	12.0 	53.390 
2009 	4 	17 	12.0 	53.630 
2009 	4 	18 	12.0 	54.200 
2009 	4 	19 	10.0 	54.640 
2009 	4 	20 	11.0 	55.100 
2009 	4 	21 	13.0 	55.630 
2009 	4 	22 	13.0 	56.230 
2009 	4 	23 	14.0 	58.290 
2009 	4 	24 	18.0 	62.070 
2009 	4 	25 	18.0 	67.730 
2009 	4 	26 	19.0 	75.410 
2009 	4 	27 	14.0 	87.410 
2009 	4 	28 	22.0 	97.620 
2009 	4 	29 	22.0 	110.800 
2009 	4 	30 	22.0 	128.590 
2009 	5 	1 	31.0 	157.300 
2009 	5 	2 	29.0 	205.170 
2009 	5 	3 	37.0 	290.700 
2009 	5 	4 	69.0 	439.020 
2009 	5 	5 	165.0 	700.290 
2009 	5 	6 	123.0 	1069.980 
2009 	5 	7 	79.0 	1344.360 
2009 	5 	8 	75.0 	1428.590 
2009 	5 	9 	61.0 	1405.270 
2009 	5 	10 	53.0 	1330.690 
2009 	5 	11 	43.0 	1247.590 
2009 	5 	12 	39.0 	1178.930 
2009 	5 	13 	38.0 	1122.750 
2009 	5 	14 	37.0 	1065.710 
2009 	5 	15 	33.0 	1000.700 
2009 	5 	16 	31.0 	931.030 
2009 	5 	17 	29.0 	864.650 
2009 	5 	18 	28.0 	806.940 
2009 	5 	19 	27.0 	759.260 
2009 	5 	20 	27.0 	718.440 
2009 	5 	21 	26.0 	681.300 
2009 	5 	22 	25.0 	648.620 
2009 	5 	23 	24.0 	623.110 
2009 	5 	24 	22.0 	606.940 
2009 	5 	25 	21.0 	600.740 
2009 	5 	26 	21.0 	602.640 
2009 	5 	27 	19.0 	605.350 
2009 	5 	28 	33.0 	603.080 
2009 	5 	29 	20.0 	599.630 
2009 	5 	30 	24.0 	603.150 
2009 	5 	31 	17.0 	619.480 
2009 	6 	1 	27.0 	640.810 
2009 	6 	2 	16.0 	646.750 
2009 	6 	3 	15.0 	631.070 
2009 	6 	4 	16.0 	606.400 
2009 	6 	5 	19.0 	587.990 
2009 	6 	6 	17.0 	580.840 
2009 	6 	7 	17.0 	578.260 
2009 	6 	8 	17.0 	569.170 
2009 	6 	9 	16.0 	548.880 
2009 	6 	10 	12.0 	521.310 
2009 	6 	11 	12.0 	492.050 
2009 	6 	12 	11.0 	463.480 
2009 	6 	15 	18.0 	399.030 
2009 	7 	15 	7.0 	314.550 
2009 	8 	12 	12.0 	267.120 
2009 	8 	15 	38.0 	242.500 
2009 	8 	18 	9.0 	250.880 
2009 	8 	19 	23.0 	252.890 
2009 	9 	15 	11.0 	388.690 
2009 	9 	22 	39.0 	287.620 
2009 	10 	5 	10.0 	228.840 
2009 	10 	13 	50.0 	157.010 
2009 	10 	14 	24.0 	148.860 
2009 	10 	15 	10.0 	148.960 
2009 	11 	15 	11.0 	106.200 
2009 	11 	16 	7.0 	102.490 
2009 	12 	14 	13.0 	145.850 
2009 	12 	16 	14.0 	129.570 
2010 	1 	14 	8.0 	90.470 
2010 	2 	14 	23.0 	62.860 
2010 	2 	15 	9.0 	62.580 
2010 	3 	14 	21.0 	51.550 
2010 	3 	15 	8.0 	51.600 
2010 	3 	31 	25.0 	48.020 
2010 	4 	8 	8.0 	46.790 
2010 	4 	14 	21.0 	59.130 
2010 	4 	15 	11.0 	63.360 
2010 	5 	16 	31.0 	769.130 
2010 	5 	17 	59.0 	906.660 
2010 	5 	26 	25.0 	1746.400 
2010 	6 	9 	11.0 	621.060 
2010 	6 	15 	21.0 	416.250 
2010 	6 	20 	22.0 	347.040 
2010 	7 	14 	23.0 	421.070 
2010 	7 	15 	12.0 	415.580 
2010 	8 	15 	31.0 	376.370 
2010 	8 	16 	13.0 	364.190 
2010 	8 	18 	11.0 	342.120 
2010 	8 	23 	21.0 	285.260 
2010 	9 	15 	25.0 	198.200 
2010 	9 	20 	10.0 	228.020 
