Year	Month	Day	Conc_μg_l	Q_m3_s
2017 	11 	15 	23.3 	59.506 
2017 	12 	11 	27.1 	118.065 
2018 	1 	15 	18.6 	71.089 
2018 	2 	13 	25.3 	59.748 
2018 	3 	13 	54.7 	41.043 
2018 	4 	17 	22.1 	42.144 
2018 	5 	14 	23.2 	16.769 
2018 	6 	11 	24.6 	5.690 
2018 	7 	18 	19.6 	5.212 
2018 	8 	15 	23.1 	2.686 
2018 	9 	18 	26.2 	14.033 
2018 	10 	17 	18.6 	19.754 
2018 	11 	20 	22.7 	26.656 
2018 	12 	17 	16.6 	49.018 
