Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	16 	54.0 	166.529 
2007 	2 	13 	24.0 	53.771 
2007 	3 	12 	28.0 	66.929 
2007 	4 	16 	25.0 	20.045 
2007 	5 	21 	18.0 	27.855 
2007 	6 	12 	29.0 	7.009 
2007 	7 	16 	19.0 	88.383 
2007 	8 	14 	23.0 	40.038 
2007 	9 	10 	26.0 	23.217 
2007 	10 	16 	22.0 	31.956 
2007 	11 	12 	33.0 	46.700 
2007 	12 	17 	21.0 	70.336 
2008 	1 	14 	32.0 	106.526 
2008 	2 	11 	26.0 	92.757 
2008 	3 	10 	81.0 	137.919 
2008 	4 	15 	21.0 	59.197 
2008 	5 	12 	21.0 	13.609 
2008 	6 	23 	23.0 	4.322 
2008 	7 	14 	22.0 	10.341 
2008 	8 	12 	49.0 	51.338 
2008 	9 	15 	20.0 	40.172 
2008 	10 	14 	24.0 	62.689 
2008 	11 	12 	62.0 	103.563 
2008 	12 	15 	22.0 	47.496 
2009 	1 	13 	95.0 	68.098 
2009 	2 	10 	34.0 	30.934 
2009 	3 	18 	26.0 	41.002 
2009 	4 	15 	21.0 	25.292 
2009 	5 	11 	24.0 	18.636 
2009 	6 	15 	41.0 	22.989 
2009 	7 	14 	37.0 	9.889 
2009 	8 	10 	50.0 	21.606 
2009 	9 	14 	26.0 	29.989 
2009 	10 	13 	21.0 	31.683 
2009 	11 	10 	19.0 	37.404 
2009 	12 	16 	19.0 	50.637 
2010 	1 	12 	20.0 	35.610 
2010 	2 	15 	16.0 	15.888 
2010 	3 	17 	19.0 	12.790 
2010 	4 	19 	18.0 	33.405 
2010 	5 	20 	22.0 	17.408 
2010 	6 	21 	25.0 	19.459 
2010 	7 	14 	24.0 	4.337 
2010 	8 	24 	58.0 	60.990 
2010 	9 	14 	29.0 	40.962 
2010 	10 	18 	22.0 	22.797 
2010 	11 	17 	31.0 	81.663 
2010 	12 	8 	16.0 	48.852 
2011 	1 	18 	71.0 	77.889 
2011 	2 	15 	19.0 	81.129 
2011 	3 	16 	33.0 	43.588 
2011 	4 	11 	29.0 	76.270 
2011 	5 	16 	29.0 	12.821 
2011 	6 	15 	30.0 	10.308 
2011 	7 	13 	25.0 	10.142 
2011 	8 	16 	97.0 	43.674 
2011 	9 	14 	44.0 	103.668 
2011 	10 	17 	23.0 	56.458 
2011 	11 	15 	25.0 	34.919 
2011 	12 	12 	58.0 	185.490 
2012 	1 	16 	22.0 	111.737 
2012 	2 	20 	81.0 	32.427 
2012 	3 	12 	20.0 	32.656 
2012 	4 	17 	22.0 	41.948 
2012 	5 	15 	24.0 	56.565 
2012 	6 	18 	25.0 	13.482 
2012 	7 	16 	32.0 	33.137 
2012 	8 	15 	24.0 	21.900 
2012 	9 	17 	36.0 	42.587 
2012 	10 	17 	29.0 	94.861 
2012 	11 	11 	27.0 	93.020 
2012 	12 	17 	55.0 	27.824 
2013 	1 	15 	18.0 	64.822 
2013 	2 	12 	19.0 	35.570 
2013 	3 	13 	25.0 	20.726 
2013 	4 	16 	33.0 	21.119 
2013 	5 	20 	21.0 	16.011 
2013 	6 	17 	68.0 	28.759 
2013 	7 	14 	24.0 	6.925 
2013 	8 	19 	29.0 	5.892 
2013 	9 	16 	21.0 	5.859 
2013 	10 	21 	27.0 	14.647 
2013 	11 	18 	21.0 	53.831 
2013 	12 	16 	37.0 	76.501 
2014 	1 	14 	23.0 	129.956 
2014 	2 	17 	32.5 	76.983 
2014 	3 	18 	20.9 	49.580 
2014 	4 	16 	19.3 	33.943 
2014 	5 	12 	20.4 	21.022 
2014 	6 	17 	24.5 	4.177 
2014 	7 	15 	25.0 	13.281 
2014 	8 	18 	43.1 	33.753 
2014 	9 	15 	22.2 	18.187 
2014 	10 	15 	30.2 	29.309 
2014 	11 	17 	25.8 	45.504 
2014 	12 	15 	57.4 	96.856 
2015 	1 	20 	21.9 	120.660 
2015 	2 	11 	15.9 	54.589 
2015 	3 	16 	18.8 	37.196 
2015 	4 	20 	21.0 	26.738 
2015 	5 	18 	21.9 	24.737 
2015 	6 	16 	26.6 	26.839 
2015 	7 	20 	22.1 	16.925 
2015 	8 	17 	20.6 	12.033 
2015 	9 	16 	25.1 	31.257 
2015 	10 	20 	17.0 	16.377 
2015 	11 	17 	42.2 	53.206 
2015 	12 	15 	24.8 	134.125 
2016 	1 	18 	16.1 	42.254 
2016 	2 	15 	18.8 	96.390 
2016 	3 	22 	15.6 	43.971 
2016 	4 	18 	28.8 	54.718 
2016 	5 	16 	20.2 	11.242 
2016 	6 	14 	26.0 	4.195 
2016 	7 	18 	21.3 	13.165 
2016 	8 	16 	31.9 	12.126 
2016 	9 	19 	16.3 	4.689 
2016 	10 	17 	21.0 	4.395 
2016 	11 	15 	70.9 	24.837 
2016 	12 	13 	29.8 	30.931 
2017 	1 	17 	21.8 	35.766 
2017 	2 	20 	30.7 	30.558 
2017 	3 	14 	14.6 	47.941 
2017 	4 	19 	17.9 	26.288 
2017 	5 	17 	18.8 	14.590 
2017 	6 	14 	46.7 	49.718 
2017 	7 	11 	22.7 	11.927 
2017 	8 	16 	23.0 	10.145 
2017 	9 	18 	60.0 	68.162 
2017 	10 	18 	30.8 	64.016 
