Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	16 	10.0 	21.221 
2007 	2 	14 	10.0 	12.699 
2007 	3 	12 	10.0 	10.268 
2007 	4 	14 	10.0 	23.946 
2007 	5 	15 	15.0 	30.238 
2007 	6 	13 	16.0 	6.820 
2007 	7 	13 	8.0 	3.800 
2007 	8 	13 	54.0 	7.055 
2007 	9 	19 	42.0 	23.189 
2007 	10 	14 	31.0 	9.302 
2007 	11 	12 	29.0 	8.219 
2007 	12 	17 	14.0 	9.078 
2008 	1 	14 	14.0 	12.429 
2008 	2 	18 	14.0 	11.132 
2008 	3 	16 	13.0 	13.556 
2008 	4 	14 	32.0 	14.600 
2008 	5 	12 	23.0 	78.374 
2008 	6 	14 	12.0 	6.728 
2008 	7 	18 	21.0 	4.712 
2008 	8 	16 	11.0 	3.382 
2008 	9 	14 	15.0 	7.503 
2008 	10 	13 	22.0 	7.182 
2008 	11 	17 	44.0 	10.289 
2008 	12 	15 	15.0 	8.411 
2009 	1 	20 	14.0 	6.876 
2009 	2 	17 	61.0 	6.776 
2009 	3 	15 	41.0 	4.071 
2009 	4 	19 	26.0 	22.233 
2009 	5 	17 	19.0 	26.871 
2009 	6 	13 	20.0 	6.668 
2009 	7 	16 	24.0 	8.376 
2009 	8 	17 	29.0 	14.026 
2009 	9 	14 	79.0 	19.812 
2009 	10 	18 	26.0 	10.430 
2009 	11 	19 	46.0 	22.643 
2009 	12 	15 	203.0 	20.136 
2010 	1 	18 	13.0 	8.561 
2010 	2 	13 	15.0 	9.491 
2010 	3 	15 	16.0 	10.236 
2010 	4 	17 	22.0 	22.301 
2010 	5 	14 	49.0 	38.500 
2010 	6 	15 	61.0 	12.483 
2010 	7 	14 	78.0 	7.682 
2010 	8 	14 	59.0 	22.187 
2010 	9 	13 	149.0 	7.742 
2010 	10 	13 	37.0 	14.052 
2010 	11 	15 	75.0 	18.015 
2010 	12 	13 	15.0 	8.014 
2011 	1 	17 	13.0 	7.187 
2011 	2 	17 	15.0 	6.581 
2011 	3 	12 	18.0 	7.635 
2011 	4 	9 	16.0 	6.245 
2011 	5 	15 	95.0 	20.575 
2011 	6 	12 	16.0 	12.744 
2011 	7 	12 	15.0 	4.731 
2011 	8 	10 	31.0 	8.492 
2011 	9 	12 	67.0 	68.209 
2011 	10 	14 	34.0 	24.901 
2011 	11 	13 	42.0 	18.714 
2011 	12 	12 	43.0 	15.014 
2012 	1 	15 	12.0 	14.075 
2012 	2 	13 	13.0 	12.787 
2012 	3 	12 	15.0 	10.786 
2012 	4 	15 	64.0 	31.077 
2012 	5 	16 	15.0 	88.141 
2012 	6 	10 	23.0 	20.758 
2012 	7 	15 	64.0 	15.382 
2012 	8 	13 	72.0 	14.705 
2012 	9 	15 	44.0 	19.143 
2012 	10 	15 	67.0 	34.528 
2012 	11 	15 	17.0 	35.906 
2012 	12 	10 	140.0 	13.711 
2013 	1 	18 	14.0 	10.972 
2013 	2 	17 	14.0 	10.299 
2013 	3 	15 	14.0 	5.653 
2013 	4 	14 	13.0 	4.450 
2013 	5 	15 	19.0 	62.667 
2013 	6 	16 	41.0 	7.133 
2013 	7 	16 	39.0 	6.163 
2013 	8 	16 	20.0 	5.439 
2013 	9 	20 	37.0 	23.611 
2013 	10 	16 	74.0 	16.611 
2013 	11 	10 	36.0 	21.584 
2013 	12 	7 	19.0 	9.355 
2014 	1 	11 	18.0 	15.005 
2014 	2 	10 	13.4 	9.915 
2014 	3 	10 	17.0 	11.747 
2014 	4 	10 	18.0 	13.092 
2014 	5 	11 	23.9 	24.766 
2014 	6 	17 	47.2 	16.990 
2014 	7 	14 	29.8 	4.722 
2014 	8 	12 	13.9 	3.335 
2014 	9 	13 	18.5 	4.477 
2014 	10 	10 	25.3 	4.501 
2014 	11 	17 	61.6 	16.303 
2014 	12 	9 	18.0 	13.243 
2015 	1 	12 	25.9 	9.443 
2015 	2 	12 	21.3 	10.642 
2015 	3 	14 	19.1 	11.085 
2015 	4 	14 	31.7 	31.444 
2015 	5 	11 	19.2 	69.197 
2015 	6 	14 	24.0 	20.311 
2015 	7 	13 	13.1 	5.805 
2015 	8 	15 	34.9 	10.116 
2015 	9 	12 	29.0 	3.979 
2015 	10 	16 	33.1 	9.500 
2015 	11 	13 	20.0 	8.724 
2015 	12 	11 	20.9 	10.052 
2016 	1 	12 	15.6 	8.951 
2016 	2 	14 	13.3 	7.882 
2016 	3 	13 	13.5 	4.387 
2016 	4 	12 	23.9 	29.452 
2016 	5 	15 	51.4 	35.985 
2016 	6 	12 	52.0 	10.378 
2016 	7 	11 	26.9 	10.017 
2016 	8 	13 	40.2 	6.973 
2016 	9 	12 	38.6 	6.891 
2016 	10 	12 	31.3 	5.292 
2016 	11 	14 	22.0 	3.705 
2016 	12 	12 	17.2 	6.477 
2017 	1 	17 	12.3 	5.431 
2017 	2 	13 	18.6 	5.871 
2017 	3 	12 	17.6 	6.000 
2017 	4 	13 	21.9 	18.464 
2017 	5 	12 	21.2 	37.912 
2017 	6 	11 	26.8 	17.488 
2017 	7 	11 	13.2 	7.328 
2017 	8 	16 	57.6 	5.772 
2017 	9 	11 	86.5 	6.013 
2017 	10 	11 	63.2 	35.799 
2017 	11 	11 	29.3 	18.674 
2017 	12 	11 	26.0 	19.631 
2018 	1 	15 	18.7 	12.551 
2018 	2 	11 	17.2 	10.850 
2018 	3 	14 	14.4 	8.835 
2018 	4 	11 	17.6 	5.344 
2018 	5 	14 	20.4 	79.824 
2018 	6 	11 	19.7 	5.339 
2018 	7 	11 	14.7 	2.986 
2018 	8 	11 	20.0 	4.100 
2018 	9 	11 	15.3 	3.211 
2018 	10 	10 	28.9 	4.089 
2018 	11 	12 	23.8 	10.550 
2018 	12 	11 	18.2 	8.949 
