Year	Month	Day	Conc_μg_l	Q_m3_s
2015 	7 	27 	71.0 	3.182 
2015 	8 	26 	53.0 	1.199 
2015 	9 	28 	66.0 	3.496 
2015 	10 	26 	44.0 	1.656 
2015 	11 	30 	140.0 	3.927 
2015 	12 	22 	54.0 	4.569 
2016 	1 	22 	51.0 	2.293 
2016 	2 	19 	44.0 	7.599 
2016 	3 	30 	54.0 	9.320 
2016 	4 	18 	84.0 	11.421 
2016 	5 	23 	53.0 	3.339 
2016 	6 	16 	59.0 	2.658 
2016 	7 	19 	66.0 	1.746 
2016 	8 	19 	43.0 	0.643 
2016 	9 	22 	38.0 	0.565 
2016 	10 	31 	40.0 	0.348 
2016 	11 	25 	170.0 	2.483 
2016 	12 	27 	120.0 	2.945 
2017 	1 	26 	53.0 	3.342 
2017 	2 	20 	41.0 	2.841 
2017 	3 	29 	47.0 	6.432 
2017 	4 	26 	43.0 	3.774 
2017 	5 	23 	54.0 	1.643 
2017 	6 	26 	49.0 	1.125 
2017 	7 	20 	38.0 	0.721 
2017 	8 	25 	31.0 	0.456 
2017 	9 	18 	44.0 	0.447 
2017 	10 	24 	77.0 	1.226 
2017 	11 	20 	110.0 	5.764 
2017 	12 	13 	68.0 	13.262 
2018 	1 	23 	45.0 	7.832 
2018 	2 	20 	33.0 	6.291 
2018 	3 	15 	52.0 	4.022 
2018 	4 	13 	92.0 	19.183 
2018 	5 	11 	56.0 	10.134 
2018 	6 	11 	75.0 	1.588 
2018 	7 	23 	55.0 	0.216 
2018 	8 	29 	57.0 	0.584 
2018 	9 	28 	57.0 	0.373 
2018 	10 	18 	70.0 	0.825 
2018 	11 	15 	61.0 	0.502 
2018 	12 	19 	48.0 	2.156 
