Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	16 	200.0 	17.588 
2007 	2 	12 	51.0 	5.720 
2007 	3 	13 	120.0 	18.621 
2007 	4 	17 	48.0 	4.951 
2007 	5 	15 	64.0 	1.565 
2007 	6 	18 	45.0 	0.905 
2007 	7 	13 	45.0 	0.894 
2007 	8 	13 	140.0 	3.085 
2007 	9 	18 	37.0 	0.375 
2007 	10 	17 	45.0 	0.375 
2007 	11 	14 	340.0 	1.307 
2007 	12 	11 	180.0 	13.660 
2008 	1 	16 	220.0 	16.256 
2008 	2 	13 	50.0 	14.068 
2008 	3 	11 	200.0 	11.551 
2008 	4 	15 	72.0 	7.170 
2008 	5 	20 	65.0 	1.803 
2008 	6 	17 	51.0 	0.610 
2008 	7 	10 	38.0 	0.282 
2008 	8 	11 	90.0 	0.665 
2008 	9 	16 	45.0 	2.812 
2008 	10 	14 	64.0 	3.202 
2008 	11 	20 	100.0 	13.515 
2008 	12 	15 	60.0 	17.412 
2009 	1 	20 	53.0 	5.198 
2009 	2 	17 	52.0 	2.620 
2009 	3 	16 	71.0 	3.048 
2009 	4 	14 	62.0 	16.463 
2009 	5 	20 	49.0 	3.785 
2009 	6 	10 	57.0 	1.844 
2009 	7 	17 	78.0 	9.728 
2009 	8 	20 	47.0 	4.221 
2009 	9 	10 	82.0 	3.969 
2009 	10 	15 	53.0 	2.477 
2009 	11 	16 	300.0 	6.705 
2009 	12 	10 	83.0 	11.068 
2010 	1 	18 	43.0 	3.812 
2010 	2 	16 	44.0 	2.351 
2010 	3 	10 	53.0 	2.010 
2010 	4 	13 	66.0 	26.686 
2010 	5 	17 	49.0 	11.710 
2010 	6 	10 	55.0 	5.327 
2010 	7 	19 	110.0 	0.809 
2010 	8 	19 	100.0 	0.937 
2010 	9 	13 	49.0 	0.435 
2010 	10 	12 	54.0 	0.450 
2010 	11 	15 	100.0 	3.301 
2010 	12 	14 	51.0 	0.902 
2011 	1 	17 	63.0 	2.469 
2011 	2 	17 	45.0 	2.906 
2011 	3 	17 	55.0 	2.038 
2011 	4 	11 	86.0 	22.114 
2011 	5 	16 	49.0 	4.108 
2011 	7 	12 	47.0 	0.491 
2011 	8 	22 	140.0 	3.183 
2011 	9 	12 	120.0 	4.205 
2011 	10 	17 	60.0 	4.665 
2011 	11 	14 	43.0 	4.201 
2011 	12 	14 	110.0 	11.273 
2012 	1 	16 	43.0 	11.136 
2012 	2 	17 	45.0 	2.761 
2012 	3 	15 	71.0 	4.226 
2012 	4 	10 	44.0 	5.097 
2012 	5 	11 	94.0 	10.748 
2012 	6 	11 	61.0 	2.966 
2012 	7 	12 	110.0 	8.998 
2012 	8 	14 	68.0 	6.758 
2012 	9 	13 	77.0 	7.002 
2012 	10 	15 	61.0 	11.897 
2012 	11 	16 	150.0 	11.521 
2012 	12 	14 	69.0 	6.441 
2013 	1 	11 	59.0 	9.011 
2013 	2 	11 	60.0 	4.316 
2013 	3 	21 	57.0 	2.045 
2013 	4 	10 	200.0 	2.847 
2013 	5 	13 	54.0 	9.364 
2013 	6 	13 	73.0 	2.802 
2013 	7 	10 	49.0 	0.807 
2013 	8 	23 	42.0 	0.207 
2013 	9 	20 	32.0 	0.076 
2013 	10 	28 	55.0 	0.211 
2013 	11 	29 	94.0 	0.402 
2013 	12 	19 	110.0 	1.252 
2014 	1 	27 	59.0 	4.755 
2014 	2 	20 	55.0 	12.583 
2014 	3 	24 	51.0 	11.706 
2014 	4 	28 	48.0 	6.495 
2014 	5 	23 	51.0 	3.205 
2014 	6 	19 	36.0 	1.829 
2014 	7 	24 	55.0 	0.157 
2014 	8 	26 	47.0 	0.422 
2014 	9 	24 	54.0 	0.464 
2014 	10 	23 	59.0 	4.095 
2014 	11 	19 	38.0 	6.643 
2014 	12 	18 	58.0 	5.597 
2015 	1 	30 	79.0 	8.197 
2015 	2 	24 	50.0 	14.975 
2015 	3 	24 	51.0 	14.625 
2015 	4 	22 	49.0 	4.860 
2015 	5 	22 	62.0 	2.316 
2015 	6 	22 	40.0 	1.828 
