Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	15 	114.0 	4.627 
2007 	2 	15 	104.0 	1.032 
2007 	3 	15 	77.0 	1.598 
2007 	4 	15 	53.0 	0.490 
2007 	5 	15 	76.0 	0.253 
2007 	6 	15 	77.0 	0.134 
2007 	7 	15 	101.0 	1.522 
2007 	8 	15 	46.0 	1.168 
2007 	9 	15 	45.0 	0.934 
2007 	10 	15 	40.0 	0.529 
2007 	11 	15 	38.0 	1.298 
2007 	12 	15 	45.0 	1.636 
2008 	1 	2 	100.0 	0.769 
2008 	1 	9 	88.0 	3.518 
2008 	1 	16 	89.0 	2.073 
2008 	1 	23 	86.0 	1.747 
2008 	1 	30 	81.0 	2.227 
2008 	2 	6 	69.0 	2.712 
2008 	2 	13 	50.0 	1.227 
2008 	2 	20 	36.0 	0.816 
2008 	2 	27 	64.0 	0.854 
2008 	3 	5 	71.0 	3.592 
2008 	3 	12 	103.0 	2.138 
2008 	3 	19 	25.0 	3.700 
2008 	3 	26 	22.0 	2.126 
2008 	4 	2 	21.0 	1.360 
2008 	4 	9 	19.0 	1.657 
2008 	4 	16 	11.0 	1.157 
2008 	4 	23 	10.0 	0.688 
2008 	4 	30 	13.0 	0.587 
2008 	5 	7 	24.0 	0.521 
2008 	5 	14 	15.0 	0.343 
2008 	5 	21 	18.0 	0.265 
2008 	5 	28 	94.0 	0.271 
2008 	6 	4 	140.0 	0.163 
2008 	6 	11 	206.0 	0.131 
2008 	6 	25 	176.0 	0.102 
2008 	7 	9 	193.0 	0.129 
2008 	7 	16 	529.0 	0.110 
2008 	7 	23 	207.0 	0.115 
2008 	7 	30 	66.0 	0.046 
2008 	8 	6 	178.0 	0.926 
2008 	8 	13 	183.0 	0.605 
2008 	8 	20 	107.0 	0.353 
2008 	8 	27 	92.0 	2.110 
2008 	9 	3 	77.0 	0.696 
2008 	9 	10 	80.0 	0.372 
2008 	9 	17 	77.0 	0.247 
2008 	9 	24 	111.0 	0.219 
2008 	10 	1 	81.0 	0.354 
2008 	10 	8 	76.0 	1.115 
2008 	10 	15 	99.0 	0.677 
2008 	10 	22 	60.0 	1.898 
2008 	10 	29 	108.0 	3.196 
2008 	11 	5 	67.0 	1.297 
2008 	11 	12 	78.0 	6.648 
2008 	11 	19 	76.0 	2.743 
2008 	11 	26 	50.0 	1.191 
2008 	12 	3 	91.0 	9.589 
2008 	12 	10 	57.0 	4.403 
2008 	12 	17 	54.0 	1.840 
2008 	12 	24 	56.0 	2.568 
2009 	1 	1 	41.0 	1.055 
2009 	1 	7 	50.0 	0.687 
2009 	1 	14 	52.0 	1.523 
2009 	1 	21 	47.0 	3.485 
2009 	1 	28 	41.0 	2.043 
2009 	2 	4 	56.0 	1.024 
2009 	2 	11 	57.0 	2.300 
2009 	2 	18 	70.0 	0.909 
2009 	3 	4 	47.0 	2.120 
2009 	3 	11 	34.0 	1.175 
2009 	3 	18 	36.0 	2.538 
2009 	3 	25 	27.0 	0.898 
2009 	4 	1 	22.0 	1.030 
2009 	4 	8 	17.0 	0.803 
2009 	4 	15 	20.0 	0.544 
2009 	4 	22 	40.0 	0.374 
2009 	4 	29 	40.0 	0.307 
2009 	5 	6 	71.0 	0.367 
2009 	5 	13 	80.0 	0.255 
2009 	5 	20 	78.0 	0.229 
2009 	5 	27 	96.0 	0.232 
2009 	6 	3 	95.0 	0.151 
2009 	6 	10 	89.0 	0.164 
2009 	6 	17 	84.0 	0.392 
2009 	6 	24 	86.0 	0.210 
2009 	7 	1 	84.0 	0.123 
2009 	7 	8 	78.0 	0.182 
2009 	7 	15 	74.0 	0.107 
2009 	7 	22 	96.0 	0.114 
2009 	7 	29 	130.0 	0.099 
2009 	8 	5 	160.0 	0.417 
2009 	8 	12 	130.0 	0.304 
2009 	8 	26 	100.0 	0.165 
2009 	9 	2 	94.0 	0.127 
2009 	9 	9 	170.0 	0.168 
2009 	9 	16 	150.0 	0.134 
2009 	9 	23 	140.0 	0.115 
2009 	9 	30 	100.0 	0.130 
2009 	10 	7 	130.0 	0.620 
2009 	10 	14 	230.0 	0.255 
2009 	10 	21 	100.0 	0.217 
2009 	10 	28 	220.0 	0.584 
2009 	11 	4 	85.0 	1.010 
2009 	11 	11 	69.0 	3.133 
2009 	11 	18 	120.0 	3.796 
2009 	11 	25 	57.0 	2.295 
2009 	12 	2 	58.0 	1.735 
2009 	12 	9 	59.0 	1.579 
2009 	12 	16 	70.0 	1.274 
2009 	12 	23 	68.0 	0.986 
2009 	12 	30 	97.0 	3.129 
2010 	1 	6 	190.0 	0.798 
2010 	1 	13 	61.0 	0.513 
2010 	1 	27 	68.0 	0.301 
2010 	2 	10 	55.0 	0.280 
2010 	3 	10 	66.0 	0.747 
2010 	3 	17 	76.0 	2.229 
2010 	3 	24 	77.0 	4.906 
2010 	3 	31 	80.0 	2.420 
2010 	4 	7 	50.0 	1.439 
2010 	4 	14 	68.0 	0.732 
2010 	4 	21 	28.0 	0.637 
2010 	4 	28 	37.0 	0.464 
2010 	5 	5 	33.0 	0.420 
2010 	5 	12 	36.0 	0.659 
2010 	5 	19 	45.0 	0.710 
2010 	5 	26 	49.0 	0.391 
2010 	6 	2 	62.0 	0.297 
2010 	6 	9 	71.0 	1.259 
2010 	6 	16 	80.0 	1.863 
2010 	6 	23 	71.0 	0.505 
2010 	6 	30 	72.0 	0.263 
2010 	7 	7 	70.0 	0.172 
2010 	10 	13 	150.0 	0.246 
2010 	10 	20 	84.0 	0.485 
2010 	10 	27 	88.0 	4.244 
2010 	11 	3 	60.0 	2.192 
2010 	11 	10 	50.0 	1.933 
2010 	11 	17 	50.0 	1.665 
2010 	11 	24 	67.0 	10.252 
2010 	12 	8 	83.0 	0.786 
2010 	12 	15 	100.0 	1.502 
2011 	1 	5 	98.0 	0.485 
2011 	1 	12 	72.0 	1.415 
2011 	1 	19 	61.0 	17.366 
2011 	1 	26 	58.0 	3.479 
2011 	2 	9 	50.0 	4.350 
2011 	2 	16 	56.0 	1.261 
2011 	2 	23 	54.0 	0.556 
2011 	3 	2 	72.0 	0.397 
2011 	3 	9 	53.0 	0.397 
2011 	3 	16 	55.0 	0.536 
2011 	3 	23 	41.0 	1.179 
2011 	3 	30 	30.0 	0.708 
2011 	4 	6 	25.0 	1.226 
2011 	4 	13 	25.0 	0.957 
2011 	4 	20 	29.0 	0.658 
2011 	4 	27 	54.0 	0.504 
2011 	5 	11 	69.0 	0.255 
2011 	5 	18 	130.0 	0.453 
2011 	5 	25 	92.0 	0.279 
2011 	6 	1 	91.0 	0.361 
2011 	6 	8 	89.0 	0.411 
2011 	6 	15 	96.0 	0.186 
2011 	6 	22 	120.0 	0.937 
2011 	6 	29 	88.0 	0.225 
2011 	7 	6 	110.0 	0.183 
2011 	7 	13 	89.0 	0.223 
2011 	7 	20 	100.0 	0.197 
2011 	7 	27 	130.0 	0.792 
2011 	8 	10 	120.0 	0.579 
2011 	8 	17 	98.0 	3.681 
2011 	8 	24 	66.0 	0.624 
2011 	8 	31 	70.0 	2.252 
2011 	9 	7 	100.0 	4.618 
2011 	9 	14 	87.0 	3.471 
2011 	9 	21 	71.0 	1.051 
2011 	9 	28 	62.0 	0.629 
2011 	10 	5 	59.0 	0.477 
2011 	10 	12 	78.0 	4.183 
2011 	10 	19 	70.0 	1.903 
2011 	10 	26 	44.0 	0.932 
2011 	11 	2 	50.0 	0.626 
2011 	11 	9 	93.0 	0.465 
2011 	11 	16 	52.0 	0.415 
2011 	11 	23 	59.0 	0.378 
2011 	11 	30 	68.0 	0.480 
2011 	12 	7 	97.0 	1.227 
2011 	12 	14 	73.0 	3.523 
2011 	12 	21 	55.0 	1.740 
2011 	12 	28 	53.0 	2.035 
2012 	2 	22 	75.0 	4.785 
2012 	2 	29 	56.0 	4.596 
2012 	3 	7 	45.0 	1.319 
2012 	3 	14 	40.0 	1.406 
2012 	3 	21 	39.0 	0.852 
2012 	3 	28 	31.0 	0.877 
2012 	4 	11 	28.0 	1.103 
2012 	4 	18 	30.0 	0.858 
2012 	4 	25 	47.0 	0.800 
2012 	5 	2 	56.0 	0.624 
2012 	5 	9 	61.0 	0.468 
2012 	5 	16 	59.0 	0.428 
2012 	5 	23 	76.0 	0.244 
2012 	5 	30 	48.0 	0.187 
2012 	6 	13 	88.0 	0.132 
2012 	6 	20 	66.0 	0.128 
2012 	6 	27 	130.0 	0.397 
2012 	7 	4 	85.0 	0.166 
2012 	7 	11 	110.0 	0.180 
2012 	7 	18 	83.0 	0.189 
2012 	7 	25 	67.0 	0.096 
2012 	8 	1 	62.0 	0.105 
2012 	8 	8 	72.0 	0.106 
2012 	8 	15 	69.0 	0.058 
2012 	8 	22 	59.0 	0.110 
2012 	8 	29 	50.0 	0.133 
2012 	9 	5 	57.0 	0.060 
2012 	9 	12 	56.0 	0.066 
2012 	9 	19 	53.0 	0.061 
2012 	9 	26 	90.0 	0.765 
2012 	10 	3 	91.0 	0.337 
2012 	10 	10 	120.0 	0.684 
2012 	10 	17 	82.0 	1.758 
2012 	10 	24 	59.0 	0.557 
2012 	10 	31 	62.0 	1.542 
2012 	11 	7 	120.0 	4.600 
2012 	11 	14 	46.0 	1.744 
2012 	11 	21 	88.0 	0.837 
2012 	11 	28 	71.0 	2.655 
2012 	12 	12 	44.0 	0.571 
2012 	12 	19 	79.0 	6.783 
2012 	12 	26 	42.0 	6.653 
2013 	1 	3 	55.0 	6.892 
2013 	1 	12 	89.0 	2.831 
2013 	1 	18 	42.0 	0.924 
2013 	1 	24 	43.0 	0.546 
2013 	1 	30 	45.0 	3.995 
2013 	2 	7 	90.0 	2.053 
2013 	2 	14 	42.0 	0.995 
2013 	2 	21 	43.0 	1.675 
2013 	2 	28 	29.0 	0.958 
2013 	3 	5 	36.0 	2.274 
2013 	3 	14 	24.0 	0.769 
2013 	3 	20 	35.0 	0.524 
2013 	3 	28 	26.0 	0.409 
2013 	4 	3 	20.0 	0.410 
2013 	4 	10 	37.0 	0.365 
2013 	4 	18 	36.0 	0.465 
2013 	4 	26 	43.0 	0.497 
2013 	5 	2 	24.0 	0.285 
2013 	5 	8 	45.0 	0.289 
2013 	5 	15 	72.0 	0.240 
2013 	5 	22 	78.0 	0.559 
2013 	5 	31 	99.0 	0.461 
2013 	6 	5 	130.0 	0.213 
2013 	6 	12 	77.0 	0.162 
2013 	6 	19 	120.0 	0.208 
2013 	6 	27 	100.0 	0.225 
2013 	7 	4 	110.0 	0.156 
2013 	7 	11 	85.0 	0.099 
2013 	7 	18 	72.0 	0.071 
2013 	7 	25 	52.0 	0.051 
2013 	7 	31 	55.0 	0.079 
2013 	8 	7 	71.0 	0.035 
2013 	8 	15 	96.0 	2.528 
2013 	8 	22 	160.0 	0.227 
2013 	9 	3 	100.0 	0.180 
2013 	9 	11 	74.0 	0.274 
2013 	9 	18 	100.0 	0.465 
2013 	9 	25 	95.0 	0.256 
2013 	9 	26 	140.0 	0.233 
2013 	10 	2 	76.0 	0.159 
2013 	10 	10 	61.0 	0.139 
2013 	10 	18 	71.0 	0.540 
2013 	10 	23 	79.0 	3.061 
2013 	11 	1 	62.0 	1.315 
2013 	11 	10 	54.0 	6.068 
2013 	11 	15 	110.0 	3.325 
2013 	11 	22 	42.0 	1.258 
2013 	11 	29 	49.0 	0.959 
2013 	12 	6 	48.0 	2.784 
2013 	12 	12 	65.0 	3.503 
2013 	12 	19 	43.0 	2.591 
2013 	12 	27 	42.0 	2.817 
2014 	1 	2 	53.0 	2.215 
2014 	1 	10 	41.0 	13.739 
2014 	1 	16 	65.0 	2.262 
2014 	1 	22 	47.0 	1.396 
2014 	1 	31 	45.0 	0.595 
2014 	2 	5 	51.0 	1.004 
2014 	2 	14 	63.0 	4.650 
2014 	2 	21 	44.0 	4.532 
2014 	2 	27 	41.0 	1.800 
2014 	3 	7 	41.0 	1.241 
2014 	3 	12 	35.0 	0.876 
2014 	3 	19 	34.0 	0.764 
2014 	3 	27 	25.0 	0.724 
2014 	4 	6 	18.0 	0.459 
2014 	4 	10 	25.0 	0.769 
2014 	4 	16 	26.0 	0.794 
2014 	4 	23 	25.0 	0.509 
2014 	4 	29 	72.0 	0.339 
2014 	5 	6 	45.0 	0.258 
2014 	5 	14 	76.0 	1.576 
2014 	5 	20 	58.0 	1.217 
2014 	5 	27 	64.0 	0.374 
2014 	6 	5 	93.0 	0.247 
2014 	6 	12 	84.0 	0.173 
2014 	6 	17 	110.0 	0.153 
2014 	6 	24 	110.0 	0.231 
2014 	7 	2 	100.0 	0.136 
2014 	7 	8 	76.0 	0.171 
2014 	7 	17 	140.0 	0.143 
2014 	7 	24 	100.0 	0.071 
2014 	7 	28 	89.0 	0.061 
2014 	8 	6 	97.0 	0.141 
2014 	8 	13 	150.0 	0.139 
2014 	8 	19 	150.0 	0.193 
2014 	8 	27 	150.0 	0.111 
2014 	9 	2 	200.0 	1.025 
2014 	9 	10 	73.0 	0.349 
2014 	9 	17 	120.0 	0.228 
2014 	9 	26 	110.0 	0.206 
2014 	10 	1 	100.0 	0.186 
2014 	10 	9 	98.0 	0.265 
2014 	10 	14 	99.0 	1.157 
2014 	10 	22 	140.0 	4.161 
2014 	10 	26 	73.0 	2.777 
2014 	11 	4 	52.0 	0.897 
2014 	11 	14 	80.0 	0.900 
2014 	11 	19 	61.0 	0.736 
2014 	11 	27 	63.0 	1.117 
2014 	12 	3 	57.0 	0.651 
2014 	12 	10 	63.0 	2.802 
2014 	12 	18 	74.0 	2.921 
2014 	12 	22 	99.0 	14.621 
2014 	12 	29 	70.0 	2.175 
2015 	1 	8 	53.0 	1.699 
2015 	1 	14 	120.0 	4.568 
2015 	1 	21 	85.0 	3.312 
2015 	1 	28 	47.0 	5.927 
2015 	2 	4 	71.0 	1.893 
2015 	2 	11 	57.0 	1.578 
2015 	2 	18 	47.0 	0.853 
2015 	2 	26 	74.0 	2.490 
2015 	3 	3 	41.0 	2.845 
2015 	3 	11 	38.0 	1.325 
2015 	3 	17 	36.0 	0.845 
2015 	3 	25 	32.0 	0.683 
2015 	3 	31 	110.0 	10.358 
2015 	4 	7 	91.0 	1.252 
2015 	4 	14 	37.0 	1.363 
2015 	4 	22 	32.0 	0.888 
2015 	4 	29 	34.0 	0.590 
2015 	5 	5 	54.0 	0.602 
2015 	5 	11 	57.0 	0.498 
2015 	5 	19 	57.0 	0.660 
2015 	5 	27 	50.0 	0.454 
2015 	6 	4 	130.0 	0.500 
2015 	6 	10 	82.0 	0.254 
2015 	6 	16 	130.0 	0.208 
2015 	6 	23 	140.0 	0.319 
2015 	6 	30 	160.0 	0.205 
2015 	7 	8 	150.0 	0.225 
2015 	7 	16 	160.0 	0.137 
2015 	7 	28 	140.0 	0.269 
2015 	8 	4 	180.0 	0.364 
2015 	8 	12 	160.0 	0.172 
2015 	8 	18 	140.0 	0.117 
2015 	8 	25 	120.0 	0.153 
2015 	9 	2 	170.0 	0.179 
2015 	9 	9 	200.0 	0.386 
2015 	9 	15 	150.0 	0.330 
2015 	9 	22 	200.0 	0.609 
2015 	9 	29 	140.0 	0.269 
2015 	10 	7 	100.0 	0.197 
2015 	10 	14 	98.0 	0.174 
2015 	10 	20 	83.0 	0.167 
2015 	10 	27 	71.0 	0.158 
2015 	11 	4 	55.0 	0.152 
2015 	11 	12 	85.0 	1.781 
2015 	11 	18 	95.0 	3.007 
2015 	11 	26 	180.0 	12.349 
2015 	12 	1 	92.0 	5.918 
2015 	12 	9 	62.0 	2.087 
2015 	12 	15 	61.0 	2.574 
2015 	12 	30 	120.0 	5.215 
2016 	1 	6 	63.0 	1.062 
2016 	1 	13 	58.0 	0.694 
2016 	1 	20 	64.0 	0.432 
2016 	1 	27 	99.0 	3.780 
2016 	2 	3 	83.0 	6.113 
2016 	2 	10 	65.0 	3.967 
2016 	2 	17 	91.0 	1.241 
2016 	2 	24 	66.0 	2.901 
2016 	3 	2 	44.0 	1.261 
2016 	3 	9 	54.0 	4.010 
2016 	3 	16 	51.0 	1.167 
2016 	3 	23 	30.0 	0.839 
2016 	3 	30 	26.0 	0.811 
2016 	4 	6 	27.0 	0.770 
2016 	4 	13 	30.0 	0.587 
2016 	4 	20 	31.0 	0.506 
2016 	4 	27 	44.0 	0.917 
2016 	5 	4 	52.0 	0.619 
2016 	5 	11 	53.0 	0.415 
2016 	5 	18 	82.0 	0.262 
2016 	5 	25 	79.0 	0.204 
2016 	6 	1 	96.0 	0.182 
2016 	6 	8 	150.0 	0.120 
2016 	6 	15 	150.0 	0.266 
2016 	6 	22 	160.0 	0.116 
2016 	6 	29 	170.0 	0.311 
2016 	7 	6 	260.0 	0.832 
2016 	7 	13 	220.0 	0.983 
2016 	7 	20 	180.0 	0.230 
2016 	7 	27 	190.0 	0.134 
2016 	8 	3 	200.0 	0.386 
2016 	8 	10 	220.0 	0.182 
2016 	8 	17 	210.0 	0.130 
2016 	8 	24 	220.0 	0.132 
2016 	9 	7 	230.0 	0.108 
