Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	15 	11.0 	18.120 
2007 	2 	12 	10.0 	10.771 
2007 	3 	13 	8.0 	9.115 
2007 	4 	10 	17.0 	28.109 
2007 	5 	8 	14.0 	102.218 
2007 	6 	11 	7.0 	15.948 
2007 	7 	10 	7.0 	9.132 
2007 	8 	8 	12.0 	54.827 
2007 	9 	11 	10.0 	24.693 
2007 	10 	15 	9.0 	22.985 
2007 	11 	12 	11.0 	22.048 
2007 	12 	10 	44.0 	26.988 
2008 	1 	8 	14.0 	16.079 
2008 	2 	11 	12.0 	14.298 
2008 	3 	10 	13.0 	13.139 
2008 	4 	14 	13.0 	20.512 
2008 	5 	12 	103.0 	303.699 
2008 	6 	11 	9.0 	18.896 
2008 	7 	9 	9.0 	19.788 
2008 	8 	11 	7.0 	10.559 
2008 	9 	10 	10.0 	40.708 
2008 	10 	13 	14.0 	24.978 
2008 	11 	10 	12.0 	16.847 
2008 	12 	8 	12.0 	9.437 
2009 	1 	12 	75.0 	8.626 
2009 	2 	11 	12.0 	8.394 
2009 	3 	9 	15.0 	8.214 
2009 	4 	14 	19.0 	14.892 
2009 	5 	11 	49.0 	173.795 
2009 	6 	9 	11.0 	22.393 
2009 	7 	7 	12.0 	15.592 
2009 	8 	12 	23.0 	37.405 
2009 	9 	8 	23.0 	68.380 
2009 	10 	12 	14.0 	25.646 
2009 	11 	9 	13.0 	24.345 
2009 	12 	7 	16.0 	33.954 
2010 	1 	11 	11.0 	13.232 
2010 	2 	8 	11.0 	10.407 
2010 	3 	9 	12.0 	9.525 
2010 	4 	12 	14.0 	14.390 
2010 	5 	17 	92.0 	219.485 
2010 	6 	7 	18.0 	34.055 
2010 	7 	12 	12.0 	15.920 
2010 	8 	9 	18.0 	20.816 
2010 	9 	14 	13.0 	14.014 
2010 	10 	12 	15.0 	17.620 
2010 	11 	8 	14.0 	40.532 
2010 	12 	6 	12.0 	8.685 
2011 	1 	17 	12.0 	8.092 
2011 	2 	8 	12.0 	7.879 
2011 	3 	15 	13.0 	7.792 
2011 	4 	11 	33.0 	14.953 
2011 	5 	9 	18.0 	44.764 
2011 	6 	7 	13.0 	39.035 
2011 	7 	11 	12.0 	17.648 
2011 	8 	15 	21.0 	60.722 
2011 	9 	12 	66.0 	109.762 
2011 	10 	11 	16.0 	70.469 
2011 	11 	14 	13.0 	27.506 
2011 	12 	12 	13.0 	17.082 
2012 	1 	16 	12.0 	10.837 
2012 	2 	13 	31.0 	9.763 
2012 	3 	12 	12.0 	10.638 
2012 	4 	16 	21.0 	40.778 
2012 	5 	21 	92.0 	285.453 
2012 	6 	18 	13.0 	58.994 
2012 	7 	16 	12.0 	26.351 
2012 	8 	13 	13.0 	15.369 
2012 	9 	17 	15.0 	24.914 
