Year	Month	Day	Conc_μg_l	Q_m3_s
2013 	7 	4 	25.0 	35.665 
2013 	8 	13 	21.0 	15.953 
2013 	9 	17 	16.0 	16.276 
2013 	10 	14 	13.0 	13.384 
2013 	11 	13 	40.0 	89.308 
2013 	12 	17 	20.0 	85.096 
2014 	1 	14 	24.0 	190.430 
2014 	2 	18 	23.0 	106.282 
2014 	3 	13 	11.6 	50.069 
2014 	4 	14 	14.5 	49.385 
2014 	5 	14 	28.8 	45.759 
2014 	6 	17 	23.3 	19.215 
2014 	7 	14 	26.2 	29.930 
2014 	8 	6 	19.1 	26.573 
2014 	9 	22 	19.8 	28.785 
2014 	10 	16 	25.1 	44.649 
2014 	11 	13 	26.8 	62.104 
2014 	12 	17 	23.4 	143.122 
2015 	1 	15 	27.5 	159.574 
2015 	2 	17 	11.8 	54.956 
2015 	3 	11 	11.5 	74.430 
2015 	4 	14 	31.5 	39.789 
2015 	5 	12 	12.1 	36.779 
2015 	6 	9 	18.0 	57.771 
2015 	7 	14 	17.1 	29.637 
2015 	8 	11 	27.4 	22.931 
2015 	9 	16 	35.9 	35.580 
2015 	10 	12 	13.6 	21.093 
2015 	11 	19 	50.4 	68.339 
2015 	12 	15 	17.6 	120.936 
2016 	1 	12 	16.3 	64.915 
2016 	2 	15 	14.1 	159.043 
2016 	3 	16 	11.6 	57.021 
2016 	4 	19 	18.3 	80.330 
2016 	5 	16 	12.8 	28.666 
2016 	6 	13 	12.1 	12.773 
2016 	7 	14 	18.7 	30.930 
2016 	8 	15 	26.3 	26.312 
2016 	9 	14 	12.6 	15.186 
2016 	10 	19 	10.1 	13.679 
2016 	11 	16 	61.9 	37.479 
2016 	12 	15 	13.6 	40.684 
2017 	1 	17 	11.6 	48.413 
2017 	2 	13 	9.5 	26.728 
2017 	3 	17 	9.8 	50.642 
2017 	4 	19 	12.0 	33.120 
2017 	5 	16 	10.8 	21.686 
2017 	6 	13 	34.5 	75.435 
2017 	7 	12 	14.4 	16.098 
2017 	8 	16 	11.7 	17.711 
2017 	9 	14 	28.6 	85.742 
2017 	10 	11 	20.5 	61.625 
2017 	11 	20 	16.6 	83.068 
2017 	12 	13 	18.6 	141.120 
2018 	1 	15 	13.8 	97.452 
2018 	2 	14 	13.6 	81.154 
2018 	3 	13 	56.7 	50.407 
2018 	4 	17 	16.4 	54.700 
2018 	5 	14 	13.1 	29.850 
2018 	6 	14 	12.2 	12.108 
2018 	7 	10 	8.3 	9.673 
2018 	8 	14 	27.9 	7.326 
2018 	9 	11 	17.6 	17.348 
2018 	10 	16 	13.7 	26.817 
2018 	11 	18 	14.4 	30.661 
2018 	12 	12 	17.3 	80.691 
