Year	Month	Day	Conc_μg_l	Q_m3_s
2011 	4 	18 	61.0 	2.922 
2011 	4 	26 	34.0 	1.246 
2011 	5 	3 	22.0 	0.532 
2011 	5 	5 	23.0 	0.459 
2011 	5 	9 	24.0 	0.380 
2011 	5 	16 	29.0 	0.223 
2011 	6 	14 	30.0 	0.132 
2011 	7 	13 	48.0 	0.089 
2011 	8 	15 	28.0 	0.077 
2011 	9 	19 	25.0 	0.597 
2011 	9 	26 	39.0 	1.860 
2011 	9 	29 	23.0 	1.418 
2011 	10 	19 	29.0 	0.464 
2011 	11 	14 	20.0 	0.229 
2011 	12 	13 	21.0 	0.336 
2012 	1 	17 	16.0 	0.399 
2012 	2 	15 	22.0 	0.142 
2012 	3 	14 	21.0 	0.373 
2012 	4 	2 	20.0 	1.021 
2012 	4 	16 	22.0 	0.919 
2012 	4 	26 	74.0 	2.059 
2012 	5 	3 	31.0 	2.347 
2012 	5 	7 	27.0 	2.489 
2012 	5 	14 	25.0 	0.832 
2012 	5 	21 	20.0 	0.642 
2012 	6 	18 	29.0 	0.650 
2012 	7 	17 	39.0 	0.192 
2012 	8 	15 	31.0 	0.090 
2012 	9 	18 	41.0 	0.127 
2012 	10 	8 	60.0 	6.017 
2012 	10 	10 	34.0 	4.251 
2012 	10 	15 	38.0 	2.682 
2013 	1 	16 	22.0 	0.134 
2013 	2 	13 	24.0 	0.101 
2013 	3 	11 	27.0 	0.319 
2013 	4 	18 	55.0 	0.844 
2013 	4 	22 	64.0 	2.058 
2013 	4 	24 	83.0 	2.118 
2013 	5 	2 	33.0 	2.400 
2013 	5 	6 	30.0 	1.573 
2013 	5 	15 	30.0 	0.959 
2013 	6 	18 	39.0 	0.138 
2013 	7 	15 	40.0 	0.115 
2013 	8 	13 	42.0 	0.059 
2013 	9 	18 	37.0 	0.034 
2013 	9 	30 	30.0 	0.138 
2013 	10 	17 	27.0 	0.078 
2013 	11 	13 	20.0 	0.577 
2013 	12 	18 	25.0 	0.718 
2014 	1 	15 	19.0 	0.660 
2014 	2 	19 	23.5 	0.391 
2014 	3 	17 	27.2 	0.685 
2014 	4 	16 	66.2 	0.289 
2014 	4 	23 	42.6 	0.194 
2014 	4 	28 	40.6 	0.160 
2014 	5 	13 	43.8 	0.120 
2014 	6 	12 	53.1 	0.067 
2014 	7 	9 	46.6 	0.042 
2014 	8 	18 	49.4 	0.087 
2014 	9 	15 	38.3 	0.043 
2014 	10 	13 	29.3 	0.108 
2014 	11 	17 	21.3 	0.202 
2014 	12 	17 	23.9 	0.397 
2015 	1 	21 	23.1 	0.362 
2015 	2 	16 	27.6 	0.587 
2015 	3 	17 	31.2 	0.901 
2015 	4 	13 	79.6 	1.038 
2015 	4 	16 	34.5 	1.240 
2015 	4 	20 	96.2 	0.808 
2015 	4 	27 	50.0 	0.690 
2015 	4 	29 	31.5 	0.635 
2015 	5 	4 	27.4 	0.472 
2015 	5 	18 	30.8 	0.538 
2015 	6 	15 	26.7 	0.480 
2015 	7 	8 	57.0 	0.695 
2015 	8 	17 	39.9 	0.154 
2015 	9 	15 	31.8 	0.086 
2015 	10 	19 	31.1 	0.073 
2015 	11 	16 	25.6 	0.132 
2015 	12 	14 	21.9 	0.643 
2016 	1 	14 	18.0 	0.298 
2016 	2 	15 	20.2 	0.313 
2016 	3 	14 	23.1 	0.162 
2016 	4 	14 	27.7 	1.235 
2016 	4 	18 	38.2 	1.262 
2016 	4 	20 	32.2 	1.246 
2016 	4 	25 	23.8 	1.079 
2016 	4 	28 	50.0 	3.154 
2016 	5 	2 	44.4 	1.417 
2016 	5 	9 	29.7 	0.534 
2016 	5 	19 	26.2 	0.247 
2016 	6 	13 	28.0 	0.131 
2016 	7 	11 	36.0 	0.239 
2016 	8 	17 	34.6 	0.108 
2016 	9 	13 	38.3 	0.085 
2016 	10 	17 	26.8 	0.068 
2016 	11 	14 	24.0 	0.048 
2016 	12 	14 	21.0 	0.294 
2017 	1 	19 	19.6 	0.400 
2017 	2 	15 	19.0 	0.460 
2017 	3 	7 	21.8 	0.207 
2017 	4 	20 	26.1 	0.527 
2017 	5 	8 	39.3 	0.422 
2017 	5 	15 	21.7 	0.426 
2017 	5 	22 	23.7 	0.577 
2017 	6 	15 	31.2 	0.153 
2017 	7 	12 	31.3 	0.098 
2017 	8 	29 	28.1 	0.084 
2017 	9 	11 	79.0 	0.373 
2017 	9 	13 	35.2 	0.523 
2017 	9 	21 	57.7 	1.064 
2017 	10 	4 	53.5 	0.666 
2017 	10 	19 	22.2 	0.738 
2017 	11 	20 	23.2 	0.527 
2017 	12 	13 	20.4 	0.646 
2018 	1 	15 	26.1 	0.198 
2018 	2 	15 	25.6 	0.102 
2018 	3 	14 	25.4 	0.064 
2018 	4 	19 	44.8 	0.670 
2018 	4 	23 	53.3 	1.330 
2018 	4 	26 	45.8 	2.061 
2018 	5 	3 	41.4 	2.718 
2018 	5 	8 	38.7 	4.030 
2018 	5 	14 	27.2 	2.989 
2018 	6 	13 	30.3 	0.141 
2018 	7 	11 	38.2 	0.097 
2018 	8 	30 	27.5 	0.049 
2018 	9 	26 	30.3 	0.037 
2018 	10 	18 	21.2 	0.039 
2018 	11 	13 	23.3 	0.123 
2018 	12 	12 	26.8 	0.476 
