Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	15 	21.0 	66.119 
2007 	1 	17 	22.0 	66.256 
2007 	2 	14 	21.0 	89.304 
2007 	2 	18 	18.0 	80.679 
2007 	3 	13 	23.0 	97.852 
2007 	3 	14 	23.0 	99.371 
2007 	4 	16 	17.0 	36.711 
2007 	4 	18 	13.0 	34.762 
2007 	5 	13 	15.0 	14.113 
2007 	6 	18 	13.0 	5.448 
2007 	7 	15 	19.0 	94.877 
2007 	8 	15 	16.0 	35.448 
2007 	9 	17 	18.0 	21.682 
2007 	10 	15 	12.0 	42.814 
2007 	11 	18 	17.0 	29.578 
2007 	12 	16 	23.0 	64.828 
2008 	1 	13 	23.0 	48.582 
2008 	2 	17 	20.0 	66.123 
2008 	3 	17 	21.0 	42.338 
2008 	4 	20 	21.0 	37.125 
2008 	5 	20 	18.0 	21.004 
2008 	6 	17 	13.0 	5.650 
2008 	7 	17 	18.0 	10.195 
2008 	8 	17 	21.0 	19.588 
2008 	9 	14 	29.0 	27.866 
2008 	10 	16 	16.0 	23.159 
2008 	11 	16 	27.0 	56.819 
2008 	12 	14 	21.0 	80.966 
2009 	1 	19 	19.0 	34.548 
2009 	2 	11 	15.0 	28.298 
2009 	3 	15 	32.0 	32.575 
2009 	4 	20 	20.0 	34.860 
2009 	5 	17 	19.0 	20.284 
2009 	6 	15 	19.0 	22.742 
2009 	7 	15 	19.0 	17.598 
2009 	8 	16 	14.0 	9.880 
2009 	9 	16 	10.0 	6.562 
2009 	10 	13 	9.0 	7.736 
2009 	11 	15 	16.0 	14.629 
2009 	12 	15 	15.0 	30.597 
2010 	1 	10 	14.0 	28.036 
2010 	2 	15 	20.0 	20.050 
2010 	3 	11 	31.0 	29.187 
2010 	4 	12 	22.0 	119.554 
2010 	5 	18 	20.0 	38.696 
2010 	6 	14 	19.0 	30.027 
2010 	7 	18 	28.0 	10.616 
2010 	8 	15 	13.0 	20.114 
2010 	9 	15 	16.0 	30.395 
2010 	10 	13 	17.0 	31.208 
2010 	11 	14 	21.0 	49.309 
2010 	12 	12 	18.0 	90.114 
2011 	1 	12 	18.0 	48.805 
2011 	2 	16 	18.0 	69.921 
2011 	3 	16 	20.0 	38.600 
2011 	4 	12 	70.0 	70.317 
2011 	5 	16 	17.0 	19.861 
2011 	6 	15 	34.0 	17.595 
2011 	7 	14 	20.0 	24.395 
2011 	8 	16 	15.0 	20.487 
2011 	9 	15 	15.0 	24.691 
2011 	10 	16 	16.0 	19.659 
2011 	11 	15 	16.0 	20.600 
2011 	12 	12 	24.0 	27.523 
2012 	1 	15 	43.0 	64.090 
2012 	2 	14 	16.0 	54.379 
2012 	3 	14 	18.0 	40.020 
2012 	4 	16 	17.0 	28.613 
2012 	5 	14 	65.0 	23.659 
2012 	6 	11 	13.0 	12.990 
2012 	7 	17 	33.0 	128.667 
2012 	8 	13 	28.0 	34.301 
2012 	9 	17 	15.0 	13.202 
2012 	10 	15 	18.0 	26.378 
2012 	11 	15 	18.0 	33.380 
2012 	12 	17 	23.0 	57.169 
2013 	1 	14 	19.0 	97.078 
2013 	2 	13 	17.0 	47.500 
2013 	3 	13 	34.0 	27.671 
2013 	4 	15 	29.0 	32.620 
2013 	5 	15 	22.0 	24.523 
2013 	6 	17 	18.0 	21.721 
2013 	7 	16 	23.0 	29.345 
2013 	8 	15 	16.0 	11.894 
2013 	9 	15 	11.0 	10.184 
2013 	10 	14 	9.0 	6.414 
2013 	11 	17 	11.0 	12.903 
2013 	12 	15 	13.0 	19.427 
2014 	1 	20 	17.5 	38.598 
2014 	2 	17 	17.9 	41.111 
2014 	3 	16 	16.5 	42.044 
2014 	4 	14 	19.5 	31.176 
2014 	5 	14 	18.2 	29.162 
2014 	6 	16 	15.7 	15.661 
2014 	7 	16 	16.0 	16.636 
2014 	8 	18 	14.2 	11.184 
2014 	9 	15 	10.4 	13.828 
2014 	10 	15 	9.8 	16.213 
2014 	11 	17 	23.1 	46.694 
2014 	12 	15 	19.9 	46.399 
2015 	1 	14 	50.5 	41.175 
2015 	2 	16 	17.1 	51.232 
2015 	3 	16 	16.9 	58.703 
2015 	4 	15 	18.8 	39.654 
2015 	5 	18 	18.8 	29.673 
2015 	6 	15 	15.0 	14.993 
2015 	7 	15 	15.2 	13.724 
2015 	8 	17 	12.8 	10.712 
2015 	9 	15 	10.1 	8.481 
2015 	10 	14 	8.2 	7.376 
2015 	11 	16 	8.9 	7.468 
2015 	12 	14 	13.1 	20.031 
2016 	1 	12 	13.0 	18.921 
2016 	2 	15 	23.2 	37.462 
2016 	3 	14 	15.2 	27.959 
2016 	4 	13 	14.5 	22.489 
2016 	5 	16 	14.7 	14.047 
2016 	6 	14 	11.1 	5.627 
2016 	7 	13 	11.7 	4.634 
2016 	8 	15 	9.9 	4.256 
2016 	9 	13 	8.6 	4.291 
2016 	10 	11 	8.2 	4.148 
2016 	11 	15 	21.5 	24.024 
2016 	12 	12 	14.6 	24.984 
2017 	1 	17 	11.9 	16.110 
2017 	2 	14 	9.7 	14.580 
2017 	3 	20 	13.2 	28.796 
2017 	4 	20 	12.0 	19.081 
2017 	5 	23 	13.3 	7.665 
2017 	6 	20 	14.7 	8.365 
2017 	7 	11 	10.8 	6.155 
2017 	8 	24 	7.9 	5.838 
2017 	9 	18 	8.3 	12.404 
2017 	10 	16 	12.1 	19.185 
2017 	11 	21 	15.5 	32.526 
2017 	12 	11 	26.6 	58.654 
2018 	1 	16 	19.2 	88.609 
2018 	2 	13 	17.3 	78.024 
2018 	3 	12 	18.6 	42.315 
2018 	4 	16 	20.0 	63.165 
2018 	5 	15 	22.0 	29.073 
2018 	6 	18 	11.9 	5.694 
2018 	7 	17 	8.3 	3.918 
2018 	8 	21 	9.2 	5.541 
2018 	9 	18 	8.8 	5.179 
2018 	10 	17 	7.1 	4.702 
2018 	11 	13 	8.5 	7.245 
2018 	12 	10 	11.6 	10.736 
