Year	Month	Day	Conc_μg_l	Q_m3_s
2014 	9 	16 	18.6 	76.903 
2014 	10 	15 	17.6 	68.398 
2014 	11 	17 	21.1 	81.638 
2014 	12 	16 	18.3 	129.716 
2015 	1 	14 	21.8 	176.980 
2015 	2 	16 	15.4 	125.697 
2015 	3 	12 	19.1 	120.623 
2015 	4 	15 	21.3 	89.201 
2015 	5 	18 	17.9 	37.000 
2015 	6 	10 	21.4 	53.470 
2015 	7 	13 	23.9 	44.610 
2015 	8 	10 	25.7 	53.250 
2015 	9 	15 	19.2 	39.160 
2015 	10 	13 	18.9 	31.690 
2015 	11 	18 	19.2 	41.570 
2015 	12 	14 	17.1 	125.900 
2016 	1 	16 	15.7 	86.949 
2016 	2 	16 	16.2 	154.592 
2016 	3 	15 	13.5 	117.760 
2016 	4 	14 	17.5 	95.524 
2016 	5 	17 	16.9 	44.040 
2016 	6 	14 	20.5 	27.429 
2016 	7 	13 	24.7 	40.972 
2016 	8 	16 	20.8 	38.665 
2016 	9 	13 	19.6 	22.479 
2016 	10 	17 	15.5 	26.626 
2016 	11 	15 	15.4 	30.989 
2016 	12 	14 	14.5 	43.116 
2017 	1 	16 	13.3 	52.084 
2017 	2 	15 	12.8 	52.910 
2017 	3 	15 	13.3 	52.880 
2017 	4 	18 	17.1 	51.589 
2017 	5 	15 	19.9 	46.116 
2017 	6 	14 	22.8 	43.680 
2017 	7 	11 	22.7 	43.677 
2017 	8 	14 	25.8 	43.758 
2017 	9 	13 	28.8 	84.978 
2017 	10 	12 	23.7 	83.818 
2017 	11 	21 	17.5 	147.511 
2017 	12 	14 	19.0 	191.060 
2018 	1 	16 	17.9 	186.831 
2018 	2 	13 	15.9 	152.737 
2018 	3 	14 	15.4 	106.134 
2018 	4 	16 	19.2 	87.125 
2018 	5 	15 	18.7 	40.286 
2018 	6 	13 	16.8 	26.079 
2018 	7 	11 	20.6 	16.604 
2018 	8 	15 	20.8 	11.137 
2018 	9 	12 	24.3 	8.855 
2018 	10 	18 	16.5 	32.068 
2018 	11 	14 	15.6 	40.840 
2018 	12 	13 	17.5 	68.247 
